ID,問題,難易度,解答,別答,意味,同音異義語用
I1298,鍋の【サカヤキ】石の髭,◆３,月代,月額,"👉なべのさかやきいしのひげ。
見たことのない物、あるべからざる物のたとえ。〈故事俗信ことわざ大辞典〉
★「月代･月額」は、古く成人男子が前額から頭の中央にかけて髪をそったこと、また、その部分。
＊『狂歌･後撰夷曲集-一〇』",サカヤキ
I1299,【セイサク】を奉ず,◆３,正朔,,"👉せいさくをほうず。
王の統治に服従する、臣民となる。〈故事俗信ことわざ大辞典〉
★「正朔」は、暦のことで、「正」は年の始め。「朔」は月の始めの意。
★古代中国で、新しい王が立つと暦を改めたところからいう。
＊『随筆･折たく柴の記-下』",セイサク
I1300,三月の桜【ザ】め,◆３,褪,,"👉さんがつのさくらざめ。
桜の花の色はさめやすいところから、飽きやすいことのたとえ。陰暦三月の嫁入り、嫁迎えを避ける際にいう。〈故事俗信ことわざ大辞典〉
＊『諺苑』",ザ
I1301,【ザンゼン】を保つ,◆３,残喘,,"👉ざんぜんをたもつ。
やっと生きながらえている。なんとか生き残っている。〈故事俗信ことわざ大辞典〉
★「残喘」は、残りの息、死にかかっている命。
＊『俳人蕪村〈正岡子規〉時代』",ザンゼン
I1302,紫燕は柳樹の枝に戯れ白鷺は【リョウカ】の蔭に遊ぶ,◆３,蓼花,,"👉しえんはりゅうじゅのえだにたわむれはくろはりょうかのかげにあそぶ。
燕は柳の枝をぬって飛びかい、白鷺(ｼﾗｻｷﾞ)は蓼(ﾀﾃﾞ)の花の近くで遊ぶ。それぞれ自分に応じた連れ、相手のあることにいう。〈故事俗信ことわざ大辞典〉
★「紫燕」は、燕(ﾂﾊﾞﾒ)の異名。
＊『曽我物語-九･十番ぎりの事』",リョウカ
I1303,仕置き場の【スリ】,◆３,掏摸,掏児,"👉しおきばのすり。
どんな所にでも悪人はいるものだ。また、根っからの悪人のこと。〈故事俗信ことわざ大辞典〉
★「仕置き場」は、刑場。
★刑場でもなおスリを働く者がある意。
＊『いろは短句』",スリ
I1304,【シカ】が見える,◆３,疵瑕,,"👉しかがみえる。
人の欠点はよくわかる。〈故事俗信ことわざ大辞典〉
★「疵」は、身のきず。「瑕」は、玉のきず。転じて、欠点、短所、過失などをいう。
＊『譬喩尽-七』",シカ
I1305,【シシュ】を遺さず,◆３,錙銖,,"👉ししゅをのこさず。
少しの落ち度もないこと。あますところがないこと。〈故事俗信ことわざ大辞典〉
★「錙銖」は、わずかな目方。転じて微細なこと。
＊『韓愈-送高閑上人序』",シシュ
I1306,【シズ】が伏せ屋に月もさす,◆３,賤,賎,"👉しずがふせやにつきもさす。
風流に貴賤の別はないというたとえ。〈故事俗信ことわざ大辞典〉
★身分の低いいやしい者が住むそまつな家にも、月の光はさしこむ意。
＊『諺語大辞典』",シズ
I1307,七仏通戒の【ゲ】,◆３,偈,,"👉しちぶつつうかいのげ。
釈迦牟尼仏など過去七仏が通戒(略戒)とした簡略に諸仏の教戒を示した偈。〈故事俗信ことわざ大辞典〉
★「偈」は、仏の徳をたたえる韻文体の経文で四句から成る。
＊『法華玄義-上』",ゲ
I1308,しつこい坊主に【ダンナ】がない,◆３,檀那,,"👉しつこいぼうずにだんながない。
しつこい者は人に嫌われるというたとえ。〈故事俗信ことわざ大辞典〉
★「檀那」は、寺などのために金銭、物品を施してくれる人。檀家、施主。
★喜捨、寄進をしつこく言う坊主には檀那のなり手がない意。
＊『諺苑』",ダンナ
I1309,【シモク】大なれど視ること鼠に若かず,◆３,鴟目,,"👉しもくだいなれどみることねずみにしかず。
大も小に及ばぬことがあるというたとえ。〈故事俗信ことわざ大辞典〉
★「鴟」は、フクロウ。
★フクロウの目は大きいが、視力の点では鼠に及ばない意。
●〈平成20年度･第3回出題,大問㈨,小問８〉
＊『淮南子-氾論訓』",シモク
I1310,【シャク】を飛ばす,◆３,錫,,"👉しゃくをとばす。
修行僧が各地を遍歴する。行脚する。〈故事俗信ことわざ大辞典〉
＊『孫綽-遊天台山賦』",シャク
I1311,【ジャクマク】の枢,◆３,寂寞,寂漠,"👉じゃくまくのとぼそ。
ものさびしく静かな隠者の住居。〈故事俗信ことわざ大辞典〉
★「寂寞･寂漠」は、物静かなさま。セキバク。
★「枢」は、戸、扉。
＊『太平記-一一･書写山行幸』",ジャクマク
I1312,【シャコク】撃つ,◆３,車轂,,"👉しゃこくうつ。
人や車の往来の激しいさま。〈故事俗信ことわざ大辞典〉
★「車轂」は、車のこしきで、車輪の中心の輻(ﾔ)が集まる丸い部分で、中を車軸が貫いている。
＊『戦国策-斉策･宣王』",シャコク
I1313,書は道を求むる【センテイ】なり,◆３,筌蹄,,"👉しょはみちをもとむるせんていなり。
書物は、学問の道を学びきわめるために必要な手段である。〈故事俗信ことわざ大辞典〉
★「筌蹄」は、道具、手段、方便。
＊不明",センテイ
I1314,【ショウ】を乞いて酒を得る,◆３,漿,,"👉しょうをこいてさけをえる。
希望した以上のよい物を得ることのたとえ。〈故事俗信ことわざ大辞典〉
★「漿」は、米を煮た汁、おもゆ。また、広く飲みもの。
＊『遊仙窟』",ショウ
I1315,糞土の【ショウ】は杇（ぬ）るべからず,◆３,牆,墻,"👉ふんどのしょう。
性根のしっかりしない者は教えるかいもないというたとえ。また、「糞土の牆」だけで、怠け者、教育しがいのない者をいう。〈故事俗信ことわざ大辞典〉
★「糞土」は、上塗りができず、壁土の用をなさない腐ってボロボロになった土の意。
★ぼろぼろに腐った土で造った塀は、もとがしっかりしていないので、はげても上塗りができない意。
＊『論語-公冶長』",ショウ
I1316,【ショウカ】遥かに聴く孤雲の上、聖衆来迎す落日の前,◆３,笙歌,,"👉しょうかはるかにきくこうんのうえ、しょうじゅらいごうすらくじつのまえ。
雲の上から音楽が聞こえ、極楽の諸菩薩が西から入り日の輝きを背負って迎えにやってくる。寂昭上人が荘厳な極楽往生のさまを詠んだという詩句。〈故事俗信ことわざ大辞典〉
★「笙歌」は、雅楽の管楽器、笙に合わせてうたう歌。
＊『十訓抄-一〇･大江定基出家入唐事』",ショウカ
I1317,【ショウキ】大臣の棚から落ちたよう,◆３,鍾馗,,"👉しょうきだいじんのたなからおちたよう。
いばっていた者がしくじって、面目まるつぶれでみじめなさま。〈故事俗信ことわざ大辞典〉
★「鍾馗」は、中国で、魔を除くという神。
＊『俳諧･世話尽-曳言之話』",ショウキ
I1318,常山の【ダセイ】,◆３,蛇勢,,"👉じょうざんのだせい。
どこから見ても隙や欠点がないこと。また、隙や欠点のない陣の態勢のこと。〈漢検四字熟語辞典〉
★「常山」は、中国五岳の一、山西省にある山。
★常山に住む率然(ｿﾂｾﾞﾝ)という両頭の蛇は、首を打たれれば尾が助け、尾を打たれれば首が助け、胴を打たれれば、首･尾ともに助けたという故事による。
＊『孫子-九地』",ダセイ
I1319,小便【タゴ】にも小波,◆３,担桶,,"👉しょうべんたごにもさざなみ。
よい悪いの差はあっても物本来の性質は変わらないというたとえ。〈故事俗信ことわざ大辞典〉
★「担桶」は、肥桶。
★小便担桶の中でも、揺れ動くと普通の水と同じように小便に小波が立つ意。
＊『俚言集覧』",タゴ
I1320,【ショウラ】の契り,◆３,松蘿,,"👉しょうらのちぎり。
松の木によく松蘿がからみつくように、からみついて離れない深い愛情。〈故事俗信ことわざ大辞典〉
★「松蘿」は、サルオガセ、または蔓草をいう。
＊『源平盛衰記-三九･時頼横笛事』",ショウラ
I1321,奴は【ヒ】を見て慇懃,◆３,婢,,"👉ぬはひをみていんぎん。
身分の低い者は、同じような立場の者に親しみを感じるのが人情だというたとえ。〈故事俗信ことわざ大辞典〉
★下男は他家へ使いに行ったとき、その家の主人よりも、下女に対して親しく、ねんごろに挨拶をするものだという意。
＊『譬喩尽-二』",ヒ
I1322,【シンイキ】を撤して諸生を待つ,◆３,畛域,,"👉しんいきをてっしてしょせいをまつ。
師弟のわくをこえて、門弟に接する。〈故事俗信ことわざ大辞典〉
★「畛域」は、さかい、へだて。
＊不明",シンイキ
I1323,【ソシシ】の空国,◆３,膂宍,,"👉そししのむなくに。
肥沃でない土地。〈大辞泉〉
★「膂宍」は、背筋の肉。
★背筋には肉が少ないことから。
＊『書紀-神代下』",ソシシ
I1324,【カクケイ】長しと雖もこれを断たばすなわち悲しむ,◆３,鶴脛,,"👉かくけいながしといえどもこれをたたばすなわちかなしむ。
物にはおのおの自然に備わった特性があるので、みだりに人為を加えてはいけない意。鶴長鳧短(ﾌﾀﾝ)。〈新大字典〉
＊不明",カクケイ
I1325,【コウユ】の地,◆３,膏腴,,"👉こうゆのち。
地味が肥えて作物のよく実る土地。〈新大字典〉
★「膏腴」は、地味が肥えている意。
＊不明",コウユ
I1326,【ユウヒ】の夢,◆３,熊羆,,"👉ゆうひのゆめ。
夢に熊やひぐまを見るのは男子出産の瑞祥である。〈故事俗信ことわざ大辞典〉
＊『詩経-小雅･斯干』",ユウヒ
I1327,【ゲンゲン】相摩す,◆３,舷舷,,"👉げんげんあいます。
水上の激しい戦いのようす。〈漢字ペディア〉
★「舷舷」は、ふなべりと、ふなべり。
＊不明",ゲンゲン
I1328,四十【シンゾ】五十島田,◆３,新造,,"👉しじゅうしんぞごじゅうしまだ。
年輩の女性が年齢不相応の若い服装、化粧などをすること。三十(ｻﾝｼﾞｭｳ)振(ﾌ)り袖(ｿﾃﾞ)四十島田(ｼｼﾞｭｳｼﾏﾀﾞ)。〈故事俗信ことわざ大辞典〉
★「新造」は、若い女、若い遊女。
★「島田」は、島田髷(ｼﾏﾀﾞﾏｹﾞ)。代表的な日本髪で、おもに未婚の女性や花嫁が結う。
＊『日本俚諺大全』",シンゾ
