ID,問題,指定,語群,難易度,解答,問題熟語の意味,解答熟語の意味
H0581,【控御】,≒,"きんしょう
へんちゅつ
こうきょ",◆２,擒縦,"▼【控御／控馭】コウギョ
馬を自分の思うままにあやつること。馬を巧みに取り扱うこと。転じて、人を巧みにあやつること。人を思うままに動かすこと。〈日本国語大辞典〉","▼〔擒縦〕キンショウ
とらえることと自由に放つこと。転じて、自在に扱うこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0582,【構陥】,≒,"せんたく
しっとう
ざんぶ",◆２,讒誣,"▼【構陥】コウカン
事実をまげたり偽ったりして人を悪く言い、罪におとしいれること。〈日本国語大辞典〉
◇漢字ペディア下付き","▼〔讒誣〕ザンブ／ザンプ
ありもしないことを言って非難すること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0583,【構陥】,≒,"ねいゆ
ちゅうばつ
せいかん",◆２,擠陥,"▼【構陥】コウカン
事実をまげたり偽ったりして人を悪く言い、罪におとしいれること。〈日本国語大辞典〉
◇漢字ペディア下付き","▼〔擠陥〕セイカン
人を罪におとし入れること。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0584,【甲乙】,≒,"けんち
きっしん
しりん",◆２,軒輊,"▼【甲乙】コウオツ
1.ものの順序や優劣。
2.だれかれ。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔軒輊〕ケンチ
上がり下がり。軽重。高低。優劣。〈漢字ペディア〉
★「軒」は車の前が高い、「輊」は車の前が低い意。
◇漢字ペディア大見出し"
H0585,【甲声】,≒,"れいろう
きゅうじょ
れっぱく",◆２,裂帛,"▼【甲声】カンごえ
高く響いて聞こえる声。高く鋭い声。かん高い声。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔裂帛〕レッパク
絹を引き裂くこと。また、その音。鋭い掛け声や女性のかん高い叫び声などの形容。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0586,【皇謨】,≒,"ちゅうこう
けいしつ
せいゆう",◆２,聖猷,"▼【皇謨】コウボ
天皇が国家を統治する計画。〈大辞泉〉","▼〔聖猷〕セイユウ
天子のはかりごと。≒聖謨〈漢字ペディア〉
◇漢字ペディア大見出し"
H0587,【耕地】,≒,"じょうよ
ねんぽ
でんちゅう",◆２,"田疇
田畴","▼【耕地】コウチ
たがやして作物を栽培するための土地。耕作地。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔田疇〕デンチュウ
1.耕作地。田と畑。
2.田畑のあぜ。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0588,【荒耽】,≒,"ちょうこうぜつ
はんちつ
ちんめん",◆２,沈湎,"▼【荒耽】コウタン
酒色に溺れ、すさんだ生活をする。≒荒淫〈漢辞海〉
◇漢字ペディア下付き","▼〔沈湎〕チンメン
酒におぼれて、すさんだ不健康な生活をすること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0589,【高御座】,≒,"ほうそ
ぼろんじ
じんぎ",◆２,宝祚,"▼【高御座】たかみくら
1.即位などの儀式に用いられた天皇の席。玉座。
2.天皇の位。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔宝祚〕ホウソ
┌天子の位。≒丕祚〈漢字源〉
┌天子の位。帝位。帝座。〈漢辞海〉
┌天子の位。あまつひつぎ。≒皇位、玉座〈漢字ペディア〉
◇漢字ペディア大見出し"
H0590,【高邁】,≒,"けいてき
はいしょ
しゅんしょう",◆２,峻峭,"▼【高邁】コウマイ
人格などがけだかくすぐれているようす。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔峻峭〕シュンショウ
1.山などがけわしいこと。≒峭峻
2.厳しいこと。
3.気高くすぐれていること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0591,【豪商】,≒,"けいか
たいこ
きょうりん",◆２,大賈,"▼【豪商】ゴウショウ
大資本で手広く商売を営み、大きな利益をあげる商人。大商人。おおあきんど。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔大賈〕タイコ
財産の多い商人。大商人。豪商。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0592,【獄舎】,≒,"きょうかん
とそう
れいぎょ",◆２,"囹圄
囹圉","▼【獄舎】ゴクシャ
囚人を閉じこめておく建物。牢獄。ろうや。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔囹圄／囹圉〕レイギョ／レイゴ
罪人を捕えて、閉じこめておく所。ひとや。牢屋。れいご。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0593,【此岸】,≒,"えど
きょうゆう
ねはん",◆２,穢土,"▼【此岸】シガン
(仏)この世。悩みや迷いの多い現世。≒此土、⇔彼岸〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔穢土〕エド
(仏)けがれた世界。この世。人間界。娑婆。⇔浄土〈漢字ペディア〉
◇漢字ペディア大見出し"
H0594,【困却】,≒,"へきえき
きんりょう
しへい",◆２,"辟易
僻易","▼【困却】コンキャク
困りはてること。すっかり困ること。≒困惑、困窮〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔辟易／僻易〕ヘキエキ
1.勢いや困難に押されて立ちのいたり、しりごみしたりすること。
2.手におえなくて困ること。〈漢字ペディア〉
★道を辟(ｻ)けて所を易(ｶ)える意。
◇漢字ペディア大見出し"
H0595,【根蔕】,≒,"ひぎょう
たんげい
きし",◆２,"基址
基趾
基阯","▼【根蔕】コンタイ／コンテイ
物事の土台。よりどころ。根拠。〈大辞泉〉
★根と蔕(ﾍﾀ)の意から。
◇漢字ペディア下付き","▼〔基址／基趾〕キシ
土台。いしずえ。もとい。≒基礎〈漢字ペディア〉
◇漢字ペディア大見出し"
H0596,【才媛】,≒,"きしゅう
りゅうじょ
けいしゅう",◆２,閨秀,"▼【才媛】サイエン
すぐれた才能や学問のある女性。≒才女〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔閨秀〕ケイシュウ
学問や芸術にすぐれた女性。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0597,【策励】,≒,"じんじょう
せいちゅう
べんち",◆２,鞭笞,"▼【策励】サクレイ
励ますこと。また、大いに励むこと。〈日本国語大辞典〉","▼〔鞭笞〕ベンチ
1.革のむちと竹のむち。
2.むち打つこと。むち打って戒めること。≒鞭撻〈漢字ペディア〉
◇漢字ペディア大見出し"
H0598,【斬馘】,≒,"ふんけい
いし
ここう",◆２,"刎頸
刎頚","▼【斬馘】ザンカク
敵人のくびをきる。≒斬首〈字源〉
◇漢字ペディア小見出し","▼〔刎頸〕フンケイ
首をはねること。首を切ること。斬首。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0599,【刺譏】,≒,"きぼう
ちゅうばつ
かげん",◆２,"毀謗
譏謗","▼【刺譏】シキ
他人をそしること。そしり。非難。
◇漢字ペディア下付き","▼〔毀謗〕キボウ
そしること。けなすこと。≒誹謗〈漢字ペディア〉
◇漢字ペディア大見出し"
H0600,【子煩悩】,≒,"こうぎょ
きゅうぜん
しとく",◆２,舐犢,"▼【子煩悩】コボンノウ
自分の子を非常にかわいがり大切にすること。また、その人。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔舐犢〕シトク
親牛が子牛を愛しなめてやること。転じて、親が子をかわいがること。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0601,【指南】,≒,"けいてき
ちたつ
ほくい",◆２,啓迪,"▼【指南】シナン
教え導くこと。〈漢字ペディア〉
★古代中国の、常に南を指さす人形をのせた車、指南車から。
◇漢字ペディア大見出し","▼〔啓迪〕ケイテキ
教え導くこと。啓発すること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0602,【慈愍】,≒,"しゃしょく
せいげつ
きょうじゅつ",◆２,"矜恤
矜卹","▼【慈愍】ジビン
いつくしみあわれむこと。かわいがり、愛すること。じみん。〈日本国語大辞典〉","▼〔矜恤〕キョウジュツ
あわれんで恵むこと。≒憐恤〈漢字ペディア〉
◇漢字ペディア大見出し"
H0603,【時疫】,≒,"せきあ
えきれい
ばんしょう",◆２,疫癘,"▼【時疫】ジエキ
流行病。はやりやまい。ときのけ。〈日本国語大辞典〉","▼〔疫癘〕エキレイ
悪性の感染症。疫病。はやりやまい。えやみ。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0604,【疾駆】,≒,"ちてい
しゅくしょう
しゅうう",◆２,馳騁,"▼【疾駆】シック
馬や車をはやく走らせること。また、はやく走ること。疾走。","▼〔馳騁〕チテイ
1.馬を速く走らせること。馬でかけ回ること。また、狩猟をすること。
2.あるものを支配すること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0605,【蛇足】,≒,"ぜいゆう
ゆうぶつ
てんせい",◆２,"贅疣
贅肬","▼【蛇足】ダソク／ジャソク
あっても意味のない余分なもの、また無益でよけいな行為のたとえ。〈漢字ペディア〉
★蛇を書く競争で足まで書き加えて負けたという故事から。
◇漢字ペディア大見出し","▼〔贅疣／贅肬〕ゼイユウ
1.こぶと、いぼ。無用な肉。贅肉。
2.余分なもの。無駄なもの。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0606,【邪婬】,≒,"わいせつ
ぶあい
ていせい",◆２,猥褻,"▼【邪婬／邪淫】ジャイン
1.不正でみだらなこと。不道徳。
2.(仏)五悪の一つ。男女の不正な性的関係。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔猥褻〕ワイセツ
みだらなこと。性に関するいやらしいこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0607,【寂寞】,≒,"きゅうりゅう
たいよう
しょうりょう",◆２,蕭寥,"▼【寂寞／寂漠】セキバク／ジャクマク
1.ひっそりとしてもの静かなさま。
2.心が満たされず、ものさびしいさま。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔蕭寥〕ショウリョウ
もの静かで、寒々しいようす。≒寂寥〈漢字ペディア〉
◇漢字ペディア大見出し"
H0608,【守役】,≒,"えいげん
しふ
ようじゅ",◆２,師傅,"▼【守役】もりやく
もりをする役。かしずきをする役。また、その役の人。〈日本国語大辞典〉","▼〔師傅〕シフ
1.太師と太傅。共に帝王を補佐する官。
2.貴人の子を養育しながら教導する役。また、その人。もりやく。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0609,【手簡】,≒,"こうこつかん
しょとく
せきりょう",◆２,書牘,"▼【手簡／手翰】シュカン
手紙。書状。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔書牘〕ショトク
手紙。書簡。書状。≒尺牘〈漢字ペディア〉
◇漢字ペディア大見出し"
H0610,【受胎】,≒,"かいよう
もくし
どんが",◆２,懐孕,"▼【受胎】ジュタイ
体内に子をやどすこと。身ごもること。妊娠すること。≒懐妊〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔懐孕〕カイヨウ
子をはらむこと。懐妊。懐胎。〈大辞泉〉
◇漢字ペディア小見出し"
H0611,【呪詛】,≒,"そんい
ろういん
ふこ",◆２,巫蠱,"▼【呪詛】ジュソ／ズソ
特定の人に災いがふりかかるように神仏に祈願すること。のろい。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔巫蠱〕フコ
みこやまじない師。また、神に祈ったり、まじないをしたりして人をのろうこと。〈漢字ペディア〉
★「蠱」は、まじないで人をのろう者の意。
◇漢字ペディア大見出し"
H0612,【就縛】,≒,"きえ
むび
るいせつ",◆２,"縲絏
縲紲","▼【就縛】シュウバク
罪人などが、つかまって縛られること。縄目にかかること。〈日本国語大辞典〉
◇漢字ペディア下付き","▼〔縲絏／縲紲〕ルイセツ
罪人として獄に入れられること。縄目にかかること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0613,【衆庶】,≒,"れいしゅ
しょうふく
ぐぜい",◆２,黎首,"▼【衆庶】シュウショ
世間の多くの人々。一般の民衆。庶民。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔黎首〕レイシュ
≒黎元(ﾚｲｹﾞﾝ:人民。万民。たみ。黎民)〈日本国語大辞典〉
◇漢字ペディア大見出し"
H0614,【充棟】,≒,"こうかん
しょうじょう
がいせつ",◆２,浩瀚,"▼【充棟】ジュウトウ
棟木(ﾑﾅｷﾞ)に届くほど書物が多いこと。汗牛充棟。〈日本国語大辞典〉","▼〔浩瀚〕コウカン
1.水などの広大なようす。
2.書物のページ数や巻数が多いこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
