ID,難易度,四字熟語,読み,別読み,問題,問題読み,解答,別答,解答読み,出典,意味
D0893,◆２,浮雲翳日,ふうんえいじつ,,浮雲,ふうん,翳日,,えいじつ,＊『孔融-臨終･詩』,"➡浮雲翳日（ふうんえいじつ）
悪人が政権を握って世の中が暗くなることのたとえ。また、邪悪な家臣が君主の英明を覆い善政が行われないこと。〈漢検四字熟語辞典〉
★「翳」は、覆い隠す。
★浮雲が日光を遮るという意。
「浮雲(ﾌｳﾝ)日(ﾋ)を翳(ｵｵ)う」"
D0894,◆２,篝火狐鳴,こうかこめい,,狐鳴,こめい,篝火,,こうか,＊『史記-陳渉世家』,"➡篝火狐鳴（こうかこめい）
かがり火と狐の鳴き声。衆を惑わすことをいう。〈漢検四字熟語辞典〉
★「篝火」は、かがり火。
★秦末、陳勝が呉広とともに反乱の口火を切ったとき、民衆を味方につけるために呉広にかがり火をたき狐の鳴きまねをさせて「大楚(ﾀｲｿ:陳勝らが名乗った国名)が興って陳勝が王となろう」と叫ばせた故事。"
D0895,◆２,枉尺直尋,おうせきちょくじん,,直尋,ちょくじん,枉尺,,おうせき,＊『孟子-滕文公･下』,"➡枉尺直尋（おうせきちょくじん）
大きな利益を得るために、小さな犠牲を払うこと。〈漢検四字熟語辞典〉
★「尺」や「尋」は、ともに長さの単位で、一尋は、八尺。
★「枉」は、まげる意。
★一尺を枉げて八尺をまっすぐにするという意から。
「尺(ｾｷ)を枉(ﾏ)げて尋(ｼﾞﾝ)を直(ﾅｵ)くす」"
D0896,◆２,甕裡醯鶏,おうりけいけい,,甕裡,おうり,醯鶏,,けいけい,＊『荘子-田子坊』,"➡甕裡醯鶏／甕裏醯鶏（おうりけいけい）
見識が狭く世間知らずな人のたとえ。〈漢検四字熟語辞典〉
★「裡」は、中の意。
★「醯鶏」は、酒や酢を入れた甕(ｶﾒ)にわく小虫。かつおむし。
★甕の中にわく小さな羽虫の意。
類：醯鶏甕裡（けいけいおうり）／類：井底之蛙（せいていのあ）"
D0897,◆２,聚散十春,しゅうさんじっしゅん,,十春,じっしゅん,聚散,,しゅうさん,＊『杜甫-別蔡著作詩』,"➡聚散十春（しゅうさんじっしゅん）
別離のあとまたたく間に歳月が経過したということ。〈漢検四字熟語辞典〉
★「聚散」は、人が集まったあとに離れること。
★「十春」は、十年の意。
「聚散俄(ﾆﾜ)かに十春なり」"
D0898,◆２,無根無蔕,むこんむてい,,無根,むこん,無蔕,無蒂,むてい,＊『漢書-叙伝･上』,"➡無根無蔕／無根無蒂（むこんむてい）
よりどころがまったくないこと。〈漢検四字熟語辞典〉
★「無根」は、根づくところがないこと。
★「無蔕」は、果実の蔕(ﾍﾀ)がないこと。果実がないと木にぶら下がることができない。転じて、もと。根本の意。
「根(ｺﾝ)無(ﾅ)く蔕(ﾃｲ)無(ﾅ)し」"
D0899,◆２,遏悪揚善,あつあくようぜん,,揚善,ようぜん,遏悪,,あつあく,＊『易経-大有』,"➡遏悪揚善（あつあくようぜん）
悪事を禁じて、善行をすすめること。〈漢検四字熟語辞典〉
★「遏」は、とどめる･禁ずる意。
★「揚」は、すすめる･盛んにすること。
類：勧善懲悪（かんぜんちょうあく）
「悪を遏(ﾔ)め善を揚(ｱ)ぐ」"
D0900,◆２,対牀風雪,たいしょうふうせつ,,風雪,ふうせつ,対牀,,たいしょう,＊『韋応物-示全真元常･詩』,"➡対牀風雪（たいしょうふうせつ）
夜通し隣同士の寝床の中で語り合うこと。〈漢検四字熟語辞典〉
★「牀」は、寝台･こしかけ･ゆかの意。
★風雨の夜に友二人が寝台に寝、またはこしかけに座って語り明かす意。
類：夜雨対牀（やうたいしょう）"
D0901,◆２,桃傷李仆,とうしょうりふ,,桃傷,とうしょう,李仆,,りふ,＊『海録砕事-人事･兄弟』,"➡桃傷李仆（とうしょうりふ）
兄弟が互いに争い、反目することのたとえ。〈漢検四字熟語辞典〉
★「仆」は、倒れる、倒れ死ぬ、ころす意。
★桃が傷つき、李(ｽﾓﾓ)が仆(ﾀｵ)れる意。"
D0902,◆２,舐糠及米,しこうきゅうまい,,及米,きゅうまい,舐糠,,しこう,＊『史記-呉王濞伝』,"➡舐糠及米（しこうきゅうまい）
被害がだんだん拡大すること。〈漢検四字熟語辞典〉
★穀象虫(ｺｸｿﾞｳﾑｼ:米につく虫)<が外側の糠を舐めてしまうと次には中身の米を食うようになり、害を及ぼすことから。
故事:「糠(ﾇｶ)を舐(ﾈﾌﾞ)りて米に及ぶ」"
D0903,◆２,巍然屹立,ぎぜんきつりつ,,巍然,ぎぜん,屹立,,きつりつ,＊『中島敦-幸福』,"➡巍然屹立（ぎぜんきつりつ）
人物が他よりひときわすぐれているさま。〈漢検四字熟語辞典〉
★「巍然」は、山が高く大きいこと。
★「屹立」は、高くそびえたつ意。"
D0904,◆２,跂行喙息,きこうかいそく,,喙息,かいそく,跂行,,きこう,＊『漢書-公孫弘伝』,"➡跂行喙息（きこうかいそく）
生き物のこと。特に虫や鳥の類をいう。〈漢検四字熟語辞典〉
★「跂行」は、虫などが這い歩くこと。また、足で歩くこと。
★「喙息」は、口で息をするものの意。"
D0905,◆２,曽母投杼,そうぼとうちょ,,曽母,そうぼ,投杼,,とうちょ,＊『戦国策-秦策』,"➡曽母投杼（そうぼとうちょ）
誤ったうわさも多くの人が口にしているうちに誰でも信じるようになるたとえ。〈漢検四字熟語辞典〉
★「曽母」は、曽参(ｿｳｼﾝ)の母のこと。曽参は春秋時代、魯の人で親孝行で知られ、「孝経」の作者ともいわれる。孔子の弟子。
★曽参が費という村にいたとき同姓同名の人が人を殺した。曽参の母は「曽参が人を殺した」と告げられ、初めは信じなかったが三人目が告げに来ると織りかけの機(ﾊﾀ)を投げて飛び出した故事から。
類：曽参殺人（そうしんさつじん）／類：三人成虎（さんにんせいこ）／類：市虎三伝（しこさんでん）／類：聚蚊成雷（しゅうぶんせいらい）／類：浮石沈木（ふせきちんぼく）／類：衆口鑠金（しゅうこうしゃくきん）
「曽母(ｿｳﾎﾞ)、杼(ﾋ)を投(ﾄｳ)ず」"
D0906,◆２,断爛朝報,だんらんちょうほう,,朝報,ちょうほう,断爛,,だんらん,＊『宋史-王安石伝』,"➡断爛朝報（だんらんちょうほう）
きれぎれになって、続き具合の分からない朝廷の記録のこと。また、「春秋」をそしっていう語。〈漢検四字熟語辞典〉
★「断爛」は、破れてぼろぼろになること。
★「朝報」は、朝廷の報告書、記録の意。"
D0907,◆２,偏袒扼腕,へんたんやくわん,,偏袒,へんたん,扼腕,搤腕,やくわん,＊『戦国策-燕策』,"➡偏袒扼腕／偏袒搤腕（へんたんやくわん）
激しく怒ったり悔しがったりするさま。また、感情を激しく昂らせるようす。〈漢検四字熟語辞典〉
★「偏袒」は、片肌を脱いで息巻くこと。
★「扼腕」は、片手でもう一方の腕を強く握り閉めること。
類：切歯扼腕（せっしやくわん）"
D0908,◆２,厳塞要徼,げんさいようきょう,,厳塞,げんさい,要徼,,ようきょう,＊『不明』,"➡厳塞要徼（げんさいようきょう）
非常に堅固なとりで。〈漢検四字熟語辞典〉
★「塞」と「徼」は、とりでの意。
★「厳」は、防備が厳重の意。
★「要」は、かなめ、地勢が険しく守りのかたい地。
類：堅塞固塁（けんさいこるい）"
D0909,◆２,翫歳愒日,がんさいかいじつ,,翫歳,がんさい,愒日,,かいじつ,＊『春秋左氏伝-昭公元年』,"➡翫歳愒日（がんさいかいじつ）
何もしないで怠惰な月日を過ごすこと。〈漢検四字熟語辞典〉
★「翫」と「愒」は、むさぼる意。
類：無為徒食（むいとしょく）
「歳(ﾄｼ)を翫(ﾑｻﾎﾞ)り日(ﾋ)を愒(ﾑｻﾎﾞ)る」"
D0910,◆２,蚊子咬牛,ぶんしこうぎゅう,,蚊子,ぶんし,咬牛,,こうぎゅう,＊『不明』,"➡蚊子咬牛（ぶんしこうぎゅう）
痛くもかゆくもないこと。また、自分の実力を弁えずに行動すること。〈漢検四字熟語辞典〉
★「子」は、接尾語。
類：蟷螂之斧（とうろうのおの）
「蚊子(ﾌﾞﾝｼ)、牛(ｳｼ)を咬(ｶ)む」"
D0911,◆２,仲連蹈海,ちゅうれんとうかい,,仲連,ちゅうれん,蹈海,,とうかい,＊『蒙求-仲連蹈海』,"➡仲連蹈海（ちゅうれんとうかい）
節操が清く高いたとえ。〈漢検四字熟語辞典〉
★「仲連」は、中国戦国時代の斉の人。清廉で拘束を好まない性質で仕官しなかった。
★「蹈海」は、海に身を投げて死ぬこと。
★魯仲連(ﾛﾁｭｳﾚﾝ)は趙(ﾁｮｳ)の国に行き秦(ｼﾝ)軍に囲まれたとき、秦は非道の国でそのような秦が帝となって天下を統一することがあれば、自分は潔く東海に身を投げて死んでしまおうと言った故事。"
D0912,◆２,銜哀致誠,がんあいちせい,,致誠,いちせい,銜哀,,がんあ,＊『韓愈-祭二十郎文』,"➡銜哀致誠（がんあいちせい）
哀切な気持ちと誠の心をささげて死者を弔うこと。人の死を悼むときに用いる語。〈漢検四字熟語辞典〉
★「銜哀」は、哀しみをいだくこと。★「致誠」は、真心をささげる意。
「哀(ｱｲ)を銜(ﾌｸ)み誠(ﾏｺﾄ)を致(ｲﾀ)す」"
D0913,◆２,渟膏湛碧,ていこうたんぺき,,湛碧,たんぺき,渟膏,,ていこう,＊『文徴明-玉女潭山居記』,"➡渟膏湛碧（ていこうたんぺき）
水があぶらのように深く静かによどんで深緑色にたたえているさま。〈漢検四字熟語辞典〉
★「渟」は、水が止まって流れないさま。
★「湛碧」は、新緑色の水をたたえていること。
「渟膏碧(ﾍｷ)を湛(ﾀﾀ)う」"
D0914,◆２,怨女曠夫,えんじょこうふ,,怨女,えんじょ,曠夫,,こうふ,＊『孟子･梁恵王-下』,"➡怨女曠夫（えんじょこうふ）
適齢の年になっても相手のいない男と女。また、配偶者と死別したり、離別した男女にもいう。〈漢検四字熟語辞典〉
★「怨女」は、年頃でも未婚の女。
★「曠夫」は、妻のいない成年男子。独身者。
★略して「怨曠」ともいう。"
D0915,◆２,轍乱旗靡,てつらんきび,,轍乱,てつらん,旗靡,,きび,＊『春秋左氏伝-荘公一〇伝』,"➡轍乱旗靡（てつらんきび）
軍隊などが敗走する形容。〈漢検四字熟語辞典〉
★「靡」は、しおれる、しなだれること。
★兵車の轍(ﾜﾀﾞﾁ)の跡が乱れ軍旗がしなだれる意。
類：喪旗乱轍（そうきらんてつ）
「轍(ﾜﾀﾞﾁ)乱れ旗靡(ﾅﾋﾞ)く」"
D0916,◆２,泥首銜玉,でいしゅかんぎょく,,泥首,でいしゅ,銜玉,,かんぎょく,＊『後漢書-公孫述伝･論』,"➡泥首銜玉（でいしゅかんぎょく）
頭を土につけ、口に玉を含むこと。謝罪降伏するときの儀礼のこと。〈漢検四字熟語辞典〉"
D0917,◆２,蠹居棊処,ときょきしょ,,棊処,きしょ,蠹居,蠧居,ときょ,＊『韓愈-潮州刺史謝上表』,"➡蠹居棊処／蠧居棊処／蠹居棋処／蠧居棋処（ときょきしょ）
至るところに悪人がいることのたとえ。〈漢検四字熟語辞典〉
★「蠹」は、きくいむし、衣服や書物を食べる虫。
★木の芯を食う蠹(ｷｸｲﾑｼ)が木におり、碁石が盤面に散らばるように悪人がいることのたとえ。"
D0918,◆２,佇思停機,ちょしていき,,停機,ていき,佇思,,ちょし,＊『碧巌録』,"➡佇思停機（ちょしていき）
しばらくの間その場に立ち止まって、あれこれ思い悩み、心の働きをやめてしまうこと。〈漢検四字熟語辞典〉
★「佇思」は、立ち止まって思いわずらうこと。
★「機」は、心のはたらき、作用。
「佇(ﾀﾀｽﾞ)みて思い、機を停(ﾄﾄﾞ)む」"
D0919,◆２,勧百諷一,かんぴゃくふういつ,,勧百,かんぴゃく,諷一,,ふういつ,＊『漢書-司馬相如伝･賛』,"➡勧百諷一（かんぴゃくふういつ）
益よりも害の多いこと。〈漢検四字熟語辞典〉
★百の華美を勧めて一の節約を遠まわしにいさめる意で、無用なことばかり多くて、役に立つことが少ない意。
「百(ﾋｬｸ)を勧めて一(ｲﾂ)を諷(ﾌｳ)す」"
D0920,◆２,阮簡曠達,げんかんこうたつ,,阮簡,げんかん,曠達,昿達,こうたつ,＊『蒙求-阮簡曠達』,"➡阮簡曠達／阮簡昿達（げんかんこうたつ）
人柄がおおらかなたとえ。〈漢検四字熟語辞典〉
★「阮簡」は、晋の人で、竹林の七賢の一人阮咸(ｹﾞﾝｶﾝ)の甥。
★「曠達」は、心が広く細事にこだわらないこと。
★阮簡は細事に拘らず、父の喪の最中に外出して、県令(県の長官)が別の人のために用意していた御馳走を食べ、得意に清談を行ったという故事から。"
D0921,◆２,肉袒負荊,にくたんふけい,,負荊,ふけい,肉袒,,にくたん,＊『史記-廉頗藺相如伝』,"➡肉袒負荊／肉袒負荆（にくたんふけい）
思うままに処罰せよと謝罪する作法のこと。真心からの謝罪のたとえ。〈漢検四字熟語辞典〉★「袒」は、肌脱ぐ意。
★「荊」は、いばらの鞭、罪人を打って罰する杖。
★肌脱ぎして、笞刑(ﾁｹｲ)に用いる荊(ｲﾊﾞﾗ)の杖を背負い、これで打ってくれと謝罪の意を示すことから。
類：廉頗負荊（れんぱふけい）／類：肉袒面縛（にくたんめんばく）
「肉袒(ﾆｸﾀﾝ)して荊(ｹｲ)を負(ｵ)う」"
