ID,問題,語群,難易度,解答,別答,出典,意味,四字熟語,ハイライト
E0548,無辺際に広がっている風景の形容。,"風声[鶴唳]
万寿[無疆]
無辺[無礙]
虚無[縹渺]",◆３,ひょうびょう,,＊『白居易-長恨歌』,"虚無縹渺／虚無縹緲／虚無縹眇（きょむひょうびょう）
★「縹渺」は、広々としたさま。また、辺際のはっきりしないさま。
類：神韻縹渺（しんいんひょうびょう）",虚無縹渺,縹渺
E0549,求めていないものが得られるたとえ。,"夏侯[拾芥]
魚網[鴻離]
[得匣]還珠
[跫音]空谷",◆３,こうり,,＊『詩経-邶風･新台』,"魚網鴻離（ぎょもうこうり）
★「鴻」は、おおとり。雁の大きいもの。
★「離」は、網にかかること。
★魚を捕らえようと網を構えていたところに、大きな鳥がかかる意。",魚網鴻離,鴻離
E0550,内部から国家が潰乱するたとえ。,"[脣亡]歯寒
秋風[冽冽]
[魚爛]土崩
甘井[先竭]",◆３,ぎょらん,,＊『陳琳-為曹洪与魏文帝書』,"魚爛土崩（ぎょらんどほう）
★「魚爛」は、魚がくさること。
★「土崩」は、積んだ土が崩れ落ちること。
類：土崩魚爛（どほうぎょらん）",魚爛土崩,魚爛
E0551,身近な道理を遠くに求める愚かさ。,"按図[索驥]
曲突[徙薪]
[蜀犬]吠日
騎驢[覓驢]",◆３,べきろ,,＊『蘇軾-和黄竜清老三首･其三』,"騎驢覓驢（きろべきろ）
★「覓」は、探し求めること。
★驢馬に乗って驢馬を探し求める意からいう。",騎驢覓驢,覓驢
E0552,至上の贅沢を尽くすたとえ。,"[玉蟾]金兎
[大羹]玄酒
玉石[同匱]
金塊[珠礫]",◆３,しゅれき,,＊『杜牧-阿房宮賦』,"金塊珠礫（きんかいしゅれき）
★「塊」は、土くれ。
★「礫」は、小石。
★金を土くれと同じくみなし真珠などの宝石を小石のように無価値にみなす意。
類：鼎鐺玉石（ていそうぎょくせき）
故事:「金(ｷﾝ)をば塊(ｶｲ)のごとく珠(ﾀﾏ)をば礫(ｺｲｼ)のごとくす」",金塊珠礫,珠礫
E0553,束の間の栄華。,"[華亭]鶴唳
[槿花]一朝
寸草[春暉]
[凋零]磨滅",◆３,きんか,,＊『白居易-放言･詩』,"槿花一朝（きんかいっちょう）
★むくげの花(槿花)が朝に咲いて、夕には散ることから。
類：槿花一日（きんかいちじつ）
「槿花(ｷﾝｶ)一日(ｲﾁｼﾞﾂ)自(ﾐｽﾞｶ)ら栄(ｴｲ)を為(ﾅ)す」",槿花一朝,槿花
E0554,自分の思うままに人を扱うこと。,"[深厲]浅掲
[逍遥]自在
[擒縦]自在
[洒掃]応対",◆３,きんしょう,,＊『不明』,"擒縦自在（きんしょうじざい）
★「擒縦」は、とりこにすることと、許して放つこと。
★「自在」は、思いのままであること。",擒縦自在,擒縦
E0555,外見が変われば当然怪しむだろう。,"狗吠[緇衣]
円顱[方趾]
遅疑[逡巡]
[敝衣]蓬髪",◆３,しい,,＊『韓非子-説林』,"狗吠緇衣（くはいしい）
★「狗吠」は、犬が吠えること。また、その声。
★「緇衣」は、黒色の衣服。
★楊朱の弟の楊布が白衣で外出し雨にぬれ、黒衣に着替えて帰ると飼い犬が吠えたので、なぐろうとしたのを兄が制し、白犬が泥だらけで黒くなって戻ればお前も怪しむだろうといったという故事から。
「狗(ｲﾇ)、緇衣(ｼｲ)に吠(ﾎ)ゆ」",狗吠緇衣,緇衣
E0556,偏狭な学識や経験。,"[宝篋]印塔
[甕牖]縄枢
偏袒[搤腕]
区聞[陬見]",◆３,すうけん,,＊『不明』,"区聞陬見（くぶんすうけん）
★「区」は、小さい、こまごましていること。
★「陬」は、かたよる意。
類：管窺蠡測（かんきれいそく）
類：坎井之蛙（かんせいのあ）
類：甕裡醯鶏（おうりけいけい）
類：管中窺豹（かんちゅうきひょう）
類：井蛙之見（せいあのけん）
類：井底之蛙（せいていのあ）",区聞陬見,陬見
E0557,国主の深い恵みをたとえた語。,"鳳凰[于飛]
君恩[海壑]
[恍然]大悟
[九鼎]大呂",◆３,かいがく,,＊『不明』,"君恩海壑（くんおんかいがく）
★「壑」は、谷の意。
★「海壑」は、海の意。
★君主の恩は海や谷のように深いこと。",君恩海壑,海壑
E0558,利益ある所に人々が集まるたとえ。,"[渾崙]吞棗
群蟻[附羶]
[封豕]長蛇
奴顔[婢膝]",◆３,ふせん,,＊『荘子-徐無鬼』,"群蟻附羶／群蟻付羶（ぐんぎふせん）
★「羶」は、なまぐさいこと。またその肉。
★蟻がなまぐさい獣肉に群がり集まること。
類：衆蟻慕羶（しゅうぎぼせん）
「群蟻(ｸﾞﾝｷﾞ)羶(ｾﾝ)に附(ﾂ)く」",群蟻附羶,附羶
E0559,寺院における禁忌をいう。,"玉肌[香膩]
[五蘊]皆空
鬱肉[漏脯]
[葷酒]山門",◆３,くんしゅ,,＊『随筆-独寝･上-七六』,"葷酒山門（くんしゅさんもん）
★「葷」は、にらやねぎなどのにおいの強い野菜。これに酒や肉類も禁じて山内が聖域であることを示した。
「葷酒(ｸﾝｼｭ)山門(ｻﾝﾓﾝ)に入(ｲ)るを許さず」",葷酒山門,葷酒
E0560,叛臣の家の形容。,"[荊棘]叢裏
甕裡[醯鶏]
孤影[孑然]
浮家[泛宅]",◆３,けいきょく,,＊『桃花扇-聴稗』,"荊棘叢裏（けいきょくそうり）
★「荊棘」は、いばら。刺が多くあることから、障害になるもののたとえ。
★いばらがうっそうと茂った中の意。",荊棘叢裏,荊棘
E0561,皇族の子孫をいう。,"妻子[眷族]
[瓊枝]玉葉
[轅門]二竜
[蘭摧]玉折",◆３,けいし,,＊『蕭穎士-為揚州李長史賀立皇太子表』,"瓊枝玉葉（けいしぎょくよう）
★「瓊」は、玉のこと。
★「枝」と「葉」は、子孫の意。
類：金枝玉葉（きんしぎょくよう）
類：金枝花萼（きんしかがく）",瓊枝玉葉,瓊枝
E0562,才徳の備わった人のたとえ。,"外孫[齏臼]
[三槐]九棘
[瓊枝]栴檀
[雪萼]霜葩",◆３,けいし,,＊『秇林伐山-巻五･瓊枝栴檀』,"瓊枝栴檀（けいしせんだん）
★「瓊枝」は、玉を生じるという木。
★「栴檀」は、香木の名。白檀(ﾋﾞｬｸﾀﾞﾝ)。",瓊枝栴檀,瓊枝
E0563,世の中の流れに任せて暮らす。,"[対牀]風雪
[軽佻]浮薄
傾側[偃仰]
[攀轅]臥轍",◆３,えんぎょう,えんこう,＊『荀子-非相』,"傾側偃仰（けいそくえんぎょう／けいそくえんこう）
★「傾側」は、かたむき世を随順すること。動いて定まりがないこと。
★「偃仰」は、伏したり仰いだり寝たり起きたりすること。転じて、浮き沈みすること。",傾側偃仰,偃仰
E0564,相手に対して最敬礼すること。,"[厥角]稽首
泥首[銜玉]
馬鹿[慇懃]
[恐惶]敬白",◆３,けっかく,,＊『孟子-尽心･下』,"厥角稽首（けっかくけいしゅ）
★「厥」は、ぬかずくこと。
★「角」は、額の骨。
★「稽首」は、頭を地につけて礼をする意。",厥角稽首,厥角
E0565,練りに練って詩文を作ること。,"滑稽[洒脱]
彫心[鏤骨]
[断薺]画粥
月下[推敲]",◆３,すいこう,,＊『唐詩紀事-四十』,"月下推敲（げっかすいこう）
★唐の詩人賈島(ｶﾄｳ)が科挙(官吏登用試験)の受験のため都へのぼり、驢馬に乗って詩を作り、「僧は推す月下の門」とするか「僧は敲(ﾀﾀ)く」としようか迷っているうちに、都知事の韓愈の行列にぶつかってしまった。部下は怒ったが、事情は話すと、韓愈は「それは敲くがよかろう」と意見を述べ、以来二人は親しくなったという故事から。",月下推敲,推敲
E0566,情欲に溺れる前に引き返すこと。,"[前仆]後継
[前倨]後恭
懸崖[勒馬]
懸崖[撒手]",◆３,ろくば,,＊『閲微草堂筆記-一六』,"懸崖勒馬（けんがいろくば）
★断崖で馬の手綱を引き絞って危うく落ちるのを防ぐの意から。
★「懸崖」は、切り立つ崖。
★「勒」は、押さえる、手綱を引き絞る。
「懸崖(ｹﾝｶﾞｲ)に馬(ｳﾏ)を勒(ｵｻ)う」",懸崖勒馬,勒馬
E0567,人柄が大らかなたとえ。,"[鬼臉]嚇人
[阮簡]曠達
[阮籍]青眼
[紫髥]緑眼",◆３,げんかん,,＊『蒙求-阮簡曠達』,"阮簡曠達／阮簡昿達（げんかんこうたつ）
★「阮簡」は、晋の人で、竹林の七賢の一人阮咸(ｹﾞﾝｶﾝ)の甥。
★「曠達」は、心が広く細事にこだわらないこと。
★阮簡は細事に拘らず、父の喪の最中に外出して、県令(県の長官)が別の人のために用意していた御馳走を食べ、得意に清談を行ったという故事から。",阮簡曠達,阮簡
E0568,非常に堅固なとりで。,"[銅駝]荊棘
厳塞[要徼]
[道揆]法守
鬱塁[神荼]",◆３,ようきょう,,＊『不明』,"厳塞要徼（げんさいようきょう）
★「塞」と「徼」は、とりでの意。
★「厳」は、防備が厳重の意。
★「要」は、かなめ、地勢が険しく守りのかたい地。
類：堅塞固塁（けんさいこるい）",厳塞要徼,要徼
E0569,鶴の別称。,"黒白[混淆]
[垂翅]奮翼
玄裳[縞衣]
跂行[喙息]",◆３,こうい,,＊『蘇軾-赤壁賦』,"玄裳縞衣（げんしょうこうい）
★「玄裳」は黒いもすそ(着物のすそ)。
★「縞衣」は、白いうわぎのこと。
★鶴の姿の形容。",玄裳縞衣,縞衣
E0570,天地の果て。,"開天[闢地]
乾端[坤倪]
万寿[無疆]
[梓匠]輪輿",◆３,こんげい,,＊『韓愈-南海神廟碑』,"乾端坤倪（けんたんこんげい）
★「乾」は、天。
★「坤」は、大地。
★「倪」は、限りの意。
★天のはし、地の限りの意。",乾端坤倪,坤倪
E0571,戦いが勃発しそうな緊迫した情勢。,"竜攘[虎搏]
干戈[倥偬]
気息[奄奄]
剣抜[弩張]",◆３,どちょう,,＊『法書要録･袁昂-古今書評』,"剣抜弩張（けんばつどちょう）
★「弩」は、いしゆみ。ばねじかけで石や矢を遠くに飛ばす道具。
★剣を抜き、石弓をひきしぼる意。
類：刀光剣影（とうこうけんえい）
類：一触即発（いっしょくそくはつ）
類：弩張剣抜（どちょうけんばつ）
「刃(ﾔｲﾊﾞ)を抜き弩を張る」",剣抜弩張,弩張
E0572,美しい文章のたとえ。,"[玄圃]積玉
曲突[徙薪]
[束帛]加璧
[姸姿]艶質",◆３,げんぽ,,＊『晋書-陸機伝』,"玄圃積玉（げんぽせきぎょく）
★「玄圃」は、崑崙山にあるという仙人のすみか。
★「積玉」は、積み重なった玉。
★玄圃にあるという多くの珠玉。",玄圃積玉,玄圃
E0573,役人の宦官をいう。,"黄衣[廩食]
[尸禄]素餐
[稗官]野史
狗尾[続貂]",◆３,りんしょく,,＊『資治通鑑-唐紀･玄宗開元元年』,"黄衣廩食（こういりんしょく）
★「黄衣」は、宦官が着る服。
★「廩食」は、官から支給される扶持米･俸禄の意。
★宦官は去勢されて宮中に使える男。",黄衣廩食,廩食
E0574,世の不平不正などに怒り嘆くこと。,"[慷慨]憤激
[縷縷]綿綿
拳拳[服膺]
[心悸]昂進",◆３,こうがい,,＊『不明』,"慷慨憤激（こうがいふんげき）
★「慷慨」と「憤激」は、憤りなげく意。
類：慷慨悲憤（こうがいひふん）
類：悲歌慷慨（ひかこうがい）
類：慷慨搤腕（こうがいやくわん）",慷慨憤激,慷慨
E0575,不可思議なことで衆を惑わすこと。,"[篝火]狐鳴
[驢鳴]犬吠
言行[齟齬]
[邑犬]群吠",◆３,こうか,,＊『史記-陳渉世家』,"篝火狐鳴（こうかこめい）
★「篝火」は、かがり火。
★秦末、陳勝が呉広とともに反乱の口火を切ったとき、民衆を味方につけるために呉広にかがり火をたき狐の鳴きまねをさせて「大楚(ﾀｲｿ:陳勝らが名乗った国名)が興って陳勝が王となろう」と叫ばせた故事。",篝火狐鳴,篝火
E0576,自らの才能のために災いを招く。,"[禍棗]災梨
[敲氷]求火
被髪[纓冠]
[膏火]自煎",◆３,こうか,,＊『荘子-人間世』,"膏火自煎（こうかじせん）
★「膏」は、あぶら。
★「煎」は、炒る、焼く意。
★あぶらはなまじ灯火の用になるためにわが身を焼くことになるからいう。
類：山木自寇（さんぼくじこう）",膏火自煎,膏火
E0577,男女が親しく愛し合うさま。,"合歓[綢繆]
[珠聯]璧合
家鶏[野雉]
[巫馬]戴星",◆３,ちゅうびゅう,,＊『島崎藤村-桜の実の熟する時･九』,"合歓綢繆（ごうかんちゅうびゅう）
★「合歓」は、歓びをともにすること、男女が睦み合うこと。
★「綢繆」は、まといつく、絡みつく意。",合歓綢繆,綢繆
E0578,意志が強く、正直で誠実なこと。,"天真[爛漫]
剛毅[直諒]
[誠惶]誠恐
[訥言]敏行",◆３,ちょくりょう,,＊『不明』,"剛毅直諒（ごうきちょくりょう）
★「剛毅」は、気性が強いこと。
★「直諒」は、正しくてまごころがあること。
類：剛毅朴訥（ごうきぼくとつ）",剛毅直諒,直諒
E0579,詩文や韻律の美しい声調のたとえ。,"[笙磬]同音
[敲金]撃石
[璞玉]渾金
嘲風[哢月]",◆３,こうきん,,＊『韓愈-代張籍与李浙東書』,"敲金撃石（こうきんげきせき）
★「金」は、鐘の類。
★「石」は、磬(ｹｲ)の類。
★ともに打楽器で、美しい声調をかなでることからいう。
★もと韓愈が張籍の詩を金石の美しい音色のようにすぐれていると評した語。
類：吹竹弾糸（すいちくだんし）
類：敲金戛玉（こうきんかつぎょく）
「金(ｶﾈ)を敲(ﾀﾀ)き石を撃(ｳ)つ」",敲金撃石,敲金
E0580,月の輝きが果てまで照り渡るさま。,"玉兎[銀蟾]
光陰[如箭]
[皓月]千里
[咫尺]万里",◆３,こうげつ,,＊『范仲淹-岳陽楼記』,"皓月千里／皎月千里（こうげつせんり）
★「皓月」は、明るく輝く月、明月のこと。",皓月千里,皓月
E0581,貧しい人々を庇護すること。,"[韜光]晦迹
為虎[傅翼]
[鄭衛]桑間
[広廈]万間",◆３,こうか,,＊『杜甫-茅屋為秋風所破歌』,"広廈万間／広厦万間（こうかばんげん）
★「廈」は、家。
★「万間」は、楹と柱の間が万もある大きな家。
★杜甫が成都にいたころ、茅葺きの屋根が吹き飛ばされ「大きな家を手に入れて天下の貧しい人をみんなその中に住まわせともに喜び合いたいものだ」とうたった故事による。
「広廈千万間(ｺｳｶｾﾝﾊﾞﾝｹﾞﾝ)」",広廈万間,広廈
