ID,問題,難易度,解答,別答,意味
A2250,【献饌】の神事を行う,◆３,けんせん,,"┌神前に物を供えること。〈大辞泉〉
┌神前に供えものをすること。〈日本国語大辞典〉"
A2251,廊下にぐるぐる【彽徊】する,◆３,ていかい,,"┌頭を垂れ、考え事をしながらあちこちさまよう。〈漢字源〉
┌物思いにふけりながら、うろうろと行ったり来たりすること。≒低回〈漢字ペディア〉
◇漢字ペディア大見出し"
A2252,咽喉【脣吻】を併却して、什麼生か道わん,◆３,しんぷん,,"┌くちさき。〈新漢和大字典〉
┌くちさき。〈字通〉"
A2253,【違忤】なるを以て罪に抵たる,◆３,いご,,"┌さからうこと。そむくこと。〈日本国語大辞典〉
┌さからう。〈字源〉
◇漢字ペディア下付き"
A2254,空汁に【芋梗】を入る,◆３,うこう,,芋がら。ずいき。〈字通〉
A2255,兄弟は冤家に似、心中常に【悒怏】たり,◆３,ゆうおう,,"┌心がふさぎ、楽しくない。うっとうしい。〈漢字源〉
┌心むすぼれて安からず。≒怏悒"
A2256,【拇趾】の爪が韈を裂く,◆３,ぼし,,"┌足の第1指。足のおやゆび。〈大辞林〉
┌足の親指。〈字通〉"
A2257,【鐘磬】を鼓する音を聞く,◆３,しょうけい,,"┌鐘と磬。楽器。〈字通〉
┌鐘と磬。ともにつりさげてたたく楽器。〈漢字源〉
◇漢字ペディア下付き"
A2258,皓歯【粲爛】として、宜笑絶やさず,◆３,さんらん,,"┌光り輝いて美しいさま。きらびやかなさま。あざやかで美しいさま。≒燦爛〈漢字ペディア〉
┌衣装･容貌、詩文の表現などが、美しくて鮮やかなさま。〈漢字源〉
┌光り輝く。〈字通〉
◇漢字ペディア大見出し"
A2259,之れ実に哲人の深慨【幽慷】する処のものなり,◆３,ゆうこう,,深く嘆くこと。〈大辞林〉
A2260,この者の【菁莪】能く楽しむなり,◆３,せいが,,"┌1.人材を教育すること。
└2.多くの人材。〈新漢和大字典〉
┌人材を教育することをいう。〈字通〉
┌人材を育成すること。また、それを楽しむこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2261,荷台ごと【扛挙】する,◆３,こうきょ,,"┌両手で物を持ち上げる。〈漢字源〉
┌持ち上げる〈字通〉"
A2262,鞋を脱ぎ足を収めて【跏趺】して座す,◆３,かふ,,"┌｢結跏趺坐｣の略。〈大辞林〉
┌「結跏趺坐(ｹｯｶﾌｻﾞ)」の略。座禅をするときの足の組み方。≒跏坐〈漢字ペディア〉
★結跏趺坐(ｹｯｶﾌｻﾞ)…結跏趺坐の略式のすわり方。片方の足だけを他方の大腿部の上に置くすわり方。半跏坐。菩薩坐。半跏。〈大辞林〉
◇漢字ペディア大見出し"
A2263,春来耕田、【沙磧】にあまねし,◆３,させき,,"┌砂の原。砂漠。〈漢字源〉
┌沙原。〈字通〉
┌砂の河原。砂原。砂漠。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2264,蠹害は【肘腋】より起こる,◆３,ちゅうえき,,"┌1.胸の両横で腕のくっつく部分。わき。
└2.ひじと、わき。非常に距離が近い所。〈新漢和大字典〉
┌わき。〈字通〉
┌1.胸の両横で、腕のついている部分。わき。
└2.ひじと、わき。転じて、非常に近いところ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2265,【敲朴】を執りもって天下を鞭笞す,◆３,こうぼく,,"┌むちで罪人をうつ。また、そのむち。〈漢字源〉
┌つえで罪人をうつ。また、そのつえ。〈漢辞海〉
◇漢字ペディア小見出し"
A2266,【凌兢】たる羸馬鞍に勝へず,◆３,りょうきょう,,恐れおののくさま。また、寒さにふるえるさま。〈漢字源〉
A2267,【横痃】で腰のふんばりが利かない,◆３,おうげん,,"┌両足の付け根のリンパ節が炎症を起こして腫れたもの。梅毒など性病が原因で起こるものが多い。便毒。≒横根〈大辞泉〉
┌性病の一種。横根。股のつけねのリンパ腺が腫れる。〈漢字源〉
┌「横痃(ﾖｺﾈ)」に同じ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2268,【曼頰】皓歯、形夸しく骨佳く,◆３,まんきょう,,"┌ゆたかな頬。〈字通〉
┌きめこまかなる頬。〈字源〉"
A2269,包蔵禍心を【縄枉】せらるること少なからず,◆３,じょうおう,,曲がっているものをまっすぐにする。悪事などをただすこと。〈漢字源〉
A2270,【俘馘】を並べて勝利を誇る,◆３,ふかく,,"敵をいけどりにして、その左耳を切り取る。〈漢字源〉
◇漢字ペディア下付き"
A2271,明目【腆顔】、曽ち愧畏すること無し,◆３,てんがん,,厚顔。あつかましい。〈字通〉
A2272,枳棘を殖えて、【椒桂】を翦る,◆３,しょうけい,,山椒と桂。賢人にたとえる。〈字通〉
A2273,【楮券】を発兌する,◆３,ちょけん,,"┌紙幣。さつ。〈漢字源〉
┌紙幣。≒楮幣〈漢辞海〉"
A2274,竹下に至りて【諷嘯】することやや久し,◆３,ふうしょう,,詩文をそらんじうそぶく。〈字通〉
A2275,天授の子を【疼愛】する,◆３,とうあい,,"┌溺愛する。〈字通〉
┌ひどくかわいがる。〈漢字源〉"
A2276,門に【糅雑】無く、坐に号呶を闕く,◆３,じゅうざつ,,混雑。〈字通〉
A2277,【肝脾】為に爛腐す,◆３,かんぴ,,"┌1.肝臓と脾臓。
└2.転じて、心。〈漢字源〉
┌1.肝臓と脾臓。
└2.心。〈字通〉
◇漢字ペディア下付き"
A2278,店頭の【沽酒】を召使に遣り犒った,◆３,こしゅ,,"┌1.かった酒。また、売り物の酒。
└2.酒をかう。また、酒を売る。〈漢字源〉
┌酒を売買すること。また、その酒。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A2279,軍人皆【褌袴】無し,◆３,こんこ,,"┌したばかま。〈字通〉
┌したばかま。〈新漢和大字典〉"
A2280,浹旬の【涸旱】に苦しめられた,◆３,こかん,,"┌1.ひでり。
└2.干上がる。〈漢字源〉
┌ひでり。〈字通〉"
A2281,神に【幸冀】する,◆３,こうき,,"┌万一の幸運を祈る。〈漢字源〉
┌ねがう。希望する。〈漢辞海〉"
A2282,【渙爛】として其れ目に溢る,◆３,かんらん,,"┌かがやく。〈字通〉
┌あやのあるさま。光り輝くさま。〈新大字典〉
◇漢字ペディア小見出し"
A2283,【跖】の犬尭に吠ゆ,◆３,せき,,★跖の犬(ｲﾇ)尭(ｷﾞｮｳ)に吠(ﾎ)ゆ･･･善人･悪人にかかわらず自分の仕えている人に忠義を尽くすことのたとえ。また、善悪の評は立場を変えれば逆になることのたとえ。大泥棒の盗跖(ﾄｳｾｷ)の犬は、聖人の帝尭(ｷﾞｮｳ)に対して吠える意。〈漢字源〉
A2284,中に異香【芬馥】たる有り、泉石明朗なり,◆３,ふんぷく,,"┌ぷんぷんとよいかおりがたとこめるさま。かおりが高いさま。≒芬郁〈漢字源〉
┌香気の盛んなさま。〈字通〉
┌ぷんぷんとよいかおりがたちこめるさま。かおりが高いさま。〈新漢和大字典〉
┌香気が高いさま。かおりがいいさま。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2285,【灯炷】をかきたてる,◆３,とうしゅ,,"┌灯心。〈字源〉
┌皿の油にひたして火をともすのに用いるひも。≒灯心〈漢辞海〉"
A2286,倫道に【乖歪】する不逞の輩,◆３,かいわい,,"┌そむきゆがむ。〈字源〉
┌そむきゆがむ。ねじける。〈新大字典〉"
A2287,君の家督薨じて亜子に【賜諡】す,◆３,しし,,"┌死後、君主から諡(ｵｸﾘﾅ:死者に贈る名)をたまわる。〈漢字源〉
┌おくりなをたまわる。〈字通〉
┌おくりなを君よりたまわる。〈字源〉
◇漢字ペディア下付き"
A2288,高句麗も【突厥】も強兵の国である,◆３,とっけつ,とっくつ,"┌トルコ系の遊牧民族の名。また、その国。隋･唐時代にモンゴル高原からトルキスタンを支配したが、七世紀半ばに回紇(ｶｲｺﾂ:ウイグル)および抜悉密(ﾊﾞﾂｼﾂﾐﾂ)に滅ぼされた。チュルク。〈新大字典〉
┌中国北方の異民族の名。〈漢字ペディア〉
◇漢字ペディア大見出し"
A2289,律を乱す闖入者共に【忿懣】遣る方無い,◆３,ふんまん,ふんもん,"┌いきどおり、心中にわだかまること。腹立たしく、もだえること。≒憤懣〈漢字ペディア〉
┌いきどおりもだえること。〈新大字典〉
┌いきどおりもだえること。腹が立っていらいらすること。心中にわだかまる怒り。≒憤懣〈日本国語大辞典〉
◇漢字ペディア大見出し"
A2290,神仏の霊威に【憑恃】して自らを慰藉する,◆３,ひょうじ,,"┌たよりにする。〈漢字源〉
┌たのむこと。たよること。〈新大字典〉"
A2291,雍容【揄揚】して後嗣に著す,◆３,ゆよう,,"┌引き上げること。ほめあげること。〈新大字典〉
┌1.ひきあげる。
└2.ほめあげる。〈漢字源〉
┌ほめあげる。あげ示す。〈字通〉
┌引き挙げる。転じて、ほめそやす、ほめ言う。〈字源〉
◇漢字ペディア小見出し"
A2292,激甚の颶風、濁水【浚急】を為す,◆３,しゅんきゅう,,"┌水の流れの深くて速いこと。〈新大字典〉
┌深くて速い流れ。〈漢字源〉
◇漢字ペディア小見出し"
A2293,枸木は必ず将に隠括【烝矯】を待たんとす,◆３,じょうきょう,,"┌曲がった木をむしてため正すこと。〈新大字典〉
┌曲がった木をむしてまっすぐにする。〈漢字源〉
◇漢字ペディア小見出し"
A2294,【郊燎】の礼を修む,◆３,こうりょう,,"┌野火を焚き天を祭ること。〈新大字典〉
┌野原にたき火して天をまつる礼。〈字源〉
◇漢字ペディア下付き"
A2295,犬猿の仲は今や【瑩磨】す仲,◆３,えいま,,"┌みがくこと。転じて、朋友などが互いに励まし合うことにいう。〈新大字典〉
┌みがく。〈字通〉
◇漢字ペディア小見出し"
A2296,先生の【瑰瓊】の詩は倏忽として人口に膾炙した,◆３,かいけい,,"┌よい玉。美玉。すぐれた詩句などのたとえ。〈新大字典〉
┌玉のようにすぐれる。〈字通〉
◇漢字ペディア小見出し"
A2297,緑陰の裏に【瓜瓠】の菜薗在り,◆３,かこ,,"┌1.うりとひさご。
└2.星の名。〈新大字典〉
┌1.うりとひさご。
└2.星の名。〈漢字源〉
◇漢字ペディア小見出し"
A2298,滄海遥かに望み、【睛眸】を凝らして呻吟す,◆３,せいぼう,,"┌ひとみ。くろめ。〈大辞林〉
┌ひとみ。くろめ。まなこ。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2299,矜寡を侮らず、【彊禦】を畏れず,◆３,きょうぎょ,,"┌凶暴で人を受けいれない。〈字通〉
┌わるづよくて善をしりぞけること。また、武勇のすぐれていること。また、その者。〈新大字典〉
◇漢字ペディア小見出し"
A2300,蔚蔚として満目の【蕪穢】在り,◆３,ぶあい,ぶわい,"┌土があれて、雑草が生い茂ること。〈漢字ペディア〉
┌1.土地が荒れて雑草が茂る。
└2.いやしくて下品なこと。〈漢字源〉
┌あれけがれる。≒荒穢、荒廃〈字源〉
◇漢字ペディア大見出し"
A2301,四郊いまだ【寧靖】ならず,◆３,ねいせい,,"┌世の中が安らかである。≒寧静、寧謐、寧泰、寧定〈漢字源〉
┌安らかに治まる。おだやか。〈新大字典〉
┌国家などを安らかに治めること。また、そのような状態。〈日本国語大辞典〉
◇漢字ペディア下付き"
A2302,漁船は割拠し、燬然として【篝火】有り,◆３,こうか,,"┌夜間の警備や漁猟に照明としてたく火。かがり。〈漢字ペディア〉
┌夜の警護や、漁などに用いるために焚く火。篝灯。〈新大字典〉
◇漢字ペディア大見出し"
A2303,帝より【珥筆】の位を稟ける,◆３,じひつ,,"┌1.筆を冠側にはさむこと。転じて、侍中の職。
└2.人に訴訟を教えること。〈新大字典〉
┌筆を冠のへりにさしはさむ。筆記の職。侍中の職をいう。〈字通〉
┌筆を耳の間にさしはさむ。昔、役人が書き物をする時、冠と耳の間に筆をはさんだ。〈新大字典〉
◇漢字ペディア小見出し"
A2304,古人の【糟粕】を嘗める,◆３,そうはく,,"┌酒のかす。転じて、つまらないもの。≒糟魄。〈新大字典〉
┌1.酒のしぼりかす。酒かす。
└2.よい部分を取り去った残り。また、つまらないもののたとえ。≒糟糠〈漢字ペディア〉
★古人の糟粕(糟魄)…言葉や文章では、聖人や賢人の本質を伝えるのはとうてい不可能であるということ。今日伝わる昔の聖賢の言葉や書物は残りかすのようなものであるという意。〈漢字ペディア〉
◇漢字ペディア大見出し"
