ID,難易度,熟語,意味,読み,文章
A2451,◆３,臚句,"臚句（ろこう、ろく）
┌通訳の官。〈新漢和大字典〉
┌通訳の官。下に伝えるを臚、上に伝えるを句という。〈字通〉
┌≒臚伝
├1.下位者に伝え告げる。また、その官。
└宰相が科挙の合格者の名前を天子の前で読み上げ、役人がそれを階下まで伝えること。〈漢辞海〉",ろこう、ろく,通訳の官。
A2452,◆３,俚諺,"俚諺（りげん）
┌世間に言い伝えられてきたことわざ。〈大辞泉〉
┌世のことわざ。〈字通〉
┌民間で広く言いならわされてきたことわざ。通俗なことわざ。〈漢字ペディア〉",りげん,世間に言い伝えられてきたことわざ。
A2453,◆３,麻冕,"麻冕（まべん）
麻で織った儀式用のかんむり。〈漢字源〉",まべん,麻で織った儀式用のかんむり。
A2454,◆３,讃仏偈,"讃仏偈（さんぶつげ）
┌(仏)仏の行い、姿形。〈新漢和大字典〉
┌仏の功徳をほめたたえた偈頌。〈大辞林〉",さんぶつげ,仏の行い、姿形。
A2455,◆３,蹇跛,"蹇跛（けんぱ）
┌足が不自由なこと。あしなえ。〈新漢和大字典〉
┌あしなえ。〈字通〉",けんぱ,足が不自由なこと。あしなえ。
A2456,◆３,剿襲,"剿襲（そうしゅう）
他人の説を手早く盗み取って、自分の説とする。≒剿取、剿説、鈔襲、抄襲〈漢字源〉",そうしゅう,他人の説を手早く盗み取って、自分の説とする。
A2457,◆３,五礙,"五礙（ごげ）
┌仏語。≒五障
├1.女性のもつ5種の障害。女性は修行しても、梵天王･帝釈天･魔王･転輪聖王･仏にはなれないということ。五礙。五つの障り。
├2.修行の妨げとなる5種のもの。煩悩障･業障･生障･法障･所知障。
└3.五善根の障りとなる欺･怠･瞋･恨･怨の五つ。〈大辞泉〉
┌仏語。女性の身にそなわる五つの障害。女性には、梵天王、帝釈、魔王、転輪聖王、仏のどれにもなることができない五つの障害があるという。五障。〈日本国語大辞典〉",ごげ,仏語。女性のもつ5種の障害。女性は修行しても、梵天王･帝釈天･魔王･転輪聖王･仏にはなれないということ。五礙。五つの障り。修行の妨げとなる5種のもの。煩悩障･業障･生障･法障･所知障。五善根の障りとなる欺･怠･瞋･恨･怨の五つ。
A2458,◆３,嬌娘,"嬌娘（きょうじょう）
┌美少女。〈字通〉
┌愛らしきむすめ。〈字源〉",きょうじょう,美少女。
A2459,◆３,譴咎,"譴咎（けんきゅう）
┌罪や過失についてのとがめ。〈新漢和大字典〉
┌とがめ。つみ。〈字通〉",けんきゅう,罪や過失についてのとがめ。
A2460,◆３,貧窶,"貧窶（ひんく、ひんる）
┌まずしさのためにやつれること。〈漢字ペディア〉
┌貧乏でやつれること。〈漢字源〉
┌やつれ。〈字通〉",ひんく、ひんる,まずしさのためにやつれること。
A2461,◆３,緇褐,"緇褐（しかつ）
黒いあら布の衣。〈字通〉",しかつ,黒いあら布の衣。
A2462,◆３,椽桷,"椽桷（てんかく）
┌たるき。〈字通〉
┌たるき。〈新漢和大字典〉",てんかく,たるき。
A2463,◆３,鞅罔,"鞅罔（おうもう）
┌無頼。〈字通〉
┌わるがしこいこと。また、たのみのないことをいう。央亡。〈新大字典〉
┌わるがしこい。〈漢字ペディア〉",おうもう,無頼。
A2464,◆３,酸嘶,"酸嘶（さんせい）
つらくて、声をかすらせてうめく。〈漢字源〉",さんせい,つらくて、声をかすらせてうめく。
A2465,◆３,祈嚮,"祈嚮（ききょう）
┌物事を一心に祈る。〈漢字源〉
┌心を寄せる。〈字通〉",ききょう,物事を一心に祈る。
A2466,◆３,阜垤,"阜垤（ふてつ）
小高い丘。丘陵。〈漢字源〉",ふてつ,小高い丘。丘陵。
A2467,◆３,蹙縄,"蹙縄（しゅくじょう）
┌ぶらんこ。〈新漢和大字典〉
┌鞦韆。〈字通〉",しゅくじょう,ぶらんこ。
A2468,◆３,蚤蝨,"蚤蝨（そうしつ）
のみと、しらみ。〈字通〉",そうしつ,のみと、しらみ。
A2469,◆３,弥亙,"弥亙（びこう）
連なり続く。〈字通〉",びこう,連なり続く。
A2470,◆３,邀斫,"邀斫（ようしゃく）
┌むかえてきること。〈新大字典〉
┌まちうけしてきる。〈字源〉",ようしゃく,むかえてきること。
A2471,◆３,闇斫,"闇斫（あんしゃく）
やみうち。〈字源〉",あんしゃく,やみうち。
A2472,◆３,恫痛,"恫痛（とうつう、どうつう）
┌つらくて、たまらない。〈漢字源〉
┌かなしみいたむ。〈新大字典〉",とうつう、どうつう,つらくて、たまらない。
A2473,◆３,逼窄,"逼窄（ひっさく、ひょくさく）
せまくるしい。〈字通〉",ひっさく、ひょくさく,せまくるしい。
A2474,◆３,駅站,"駅站（えきたん）
┌1.宿駅。
├2.公文書の連絡を司る「駅」と、軍事の連絡を司る「站」。
└3.停車場。〈漢字源〉
┌1.中国、清代における駅伝制の宿駅の呼び名。
└2.宿駅や鉄道の停車場。〈日本国語大辞典〉",えきたん,宿駅。公文書の連絡を司る「駅」と、軍事の連絡を司る「站」。停車場。
A2475,◆３,翳薈,"翳薈（えいわい）
┌草木が茂っておおいかぶさっていて、状況が判断しにくいさま。〈新漢和大字典〉
┌鬱蒼と茂る。〈字通〉
┌草木が覆い繁り、かげるさま。〈漢辞海〉",えいわい,草木が茂っておおいかぶさっていて、状況が判断しにくいさま。
A2476,◆３,驪駒,"驪駒（りく）
┌くろうま。送別の歌、逸篇。〈字通〉
┌1.黒い馬。くろこま。
└2.送別のときに別れを惜しんで歌う歌。〈新漢和大字典〉",りく,くろうま。送別の歌、逸篇。
A2477,◆３,淹漬,"淹漬（えんし）
┌水につかること。また、水につけること。水びたし。〈漢字源〉
┌ひたす。〈字通〉",えんし,水につかること。また、水につけること。水びたし。
A2478,◆３,讐釁,"讐釁（しゅうきん）
不和。〈字通〉",しゅうきん,不和。
A2479,◆３,摯忱,"摯忱（ししん）
誠実。〈字通〉",ししん,誠実。
A2480,◆３,俎豆,"俎豆（そとう）
┌1.俎と豆。祖先の祭りのとき、供物をのせる台と、たかつき。
├2.一般に祭りに用いる道具のこと。
└3.お供えを設けてまつりあげる。〈漢字源〉
┌1.中国古代の祭器で、供物の肉を載せる台の俎と、食物を盛るたかつきの豆(ﾄｳ)。また、祭器一般。
└2.偉い人としてまつりあげること。また、祭り。儀式。〈漢字ペディア〉",そとう,俎と豆。祖先の祭りのとき、供物をのせる台と、たかつき。一般に祭りに用いる道具のこと。お供えを設けてまつりあげる。
A2481,◆３,陶猗,"陶猗（とうい）
1.陶朱と猗頓のこと。ともに昔の大金持ち。
2.転じて、富豪。金持ち。〈漢字源〉",とうい,陶朱と猗頓のこと。ともに昔の大金持ち。転じて、富豪。金持ち。
A2482,◆３,白朮,"白朮（びゃくじゅつ）
┌キク科植物のオケラやオオバナオケラの根茎。〈大辞泉〉
┌オケラの根茎を乾燥させた生薬。芳香があり、利尿剤･健胃剤用。また、屠蘇散(ﾄｿｻﾝ)の材料。〈漢字ペディア〉",びゃくじゅつ,キク科植物のオケラやオオバナオケラの根茎。
A2483,◆３,翹袖,"翹袖（ぎょうしゅう）
┌袖を高くかかげて舞う〈新漢和大字典〉
┌袖をあげる。〈字通〉",ぎょうしゅう,袖を高くかかげて舞う
A2484,◆３,薜幄,"薜幄（へいあく）
まさきのかずらのとばり。≒薜帷(ﾍｲｲ)〈字通〉",へいあく,まさきのかずらのとばり。
A2485,◆３,紅妝,"紅妝（こうしょう、こうそう）
┌紅でよそおうこと。化粧。また、化粧した美人。≒紅粧〈日本国語大辞典〉
┌あでやかな化粧。〈漢字源〉",こうしょう、こうそう,紅でよそおうこと。化粧。また、化粧した美人。
A2486,◆３,讒佞,"讒佞（ざんねい）
┌ことばたくみに讒(ｻﾞﾝ:人を陥れるために事実を曲げて告げ口する)する。〈字通〉
┌あしざまに告げ口をして、目上の人にへつらう。また、そのような人。〈新漢和大字典〉
┌人を中傷して上の者にへつらうこと。また、その人。〈大辞泉〉
┌事実を曲げたり、いつわったりして、人をあしざまに言い、目上の人にへつらうこと。また、その人。〈日本国語大辞典〉",ざんねい,ことばたくみに讒する。
A2487,◆３,櫺檻,"櫺檻（れいかん）
┌れんじの手すり。格子の手すり。≒櫺軒〈漢字源〉
┌れんじのてすり。〈新大字典〉",れいかん,れんじの手すり。格子の手すり。
A2488,◆３,竦企,"竦企（しょうき）
┌つまさきだちになって待ち望む。〈漢字源〉
┌足をそばだてる。〈字通〉",しょうき,つまさきだちになって待ち望む。
A2489,◆３,圉絆,"圉絆（ぎょはん）
┌拘禁する。〈字通〉
┌とらわれ人となって獄につながれること。〈新大字典〉",ぎょはん,拘禁する。
A2490,◆３,翹彦,"翹彦（ぎょうげん）
┌抜き出てすぐれた人。〈字通〉
┌すぐれた人。〈新大字典〉",ぎょうげん,抜き出てすぐれた人。
A2491,◆３,俛仰,"俛仰（ふぎょう）
┌1.うつむいたり仰いだりする。
├2.上がったり下がったりする。
└3.応対する。相手になる。〈漢辞海〉
┌≒俯仰
├1.うつむいたり、あおいだりすること。
└2.たちいふるまい。〈漢字源〉
┌うつむくと、あおむくと。≒俯仰〈字源〉",ふぎょう,うつむいたり仰いだりする。上がったり下がったりする。応対する。相手になる。
A2492,◆３,図讖,"図讖（としん）
┌未来の吉兆を記した書物。〈漢字源〉
┌未来の吉兆を予言した書物。未来記。",としん,未来の吉兆を記した書物。
A2494,◆３,河滸,"河滸（かこ）
┌河のほとり。〈字通〉
┌河のほとり。〈字源〉",かこ,河のほとり。
A2495,◆３,耆碩,"耆碩（きせき）
┌学問があって徳望の高い老人。〈新漢和大字典〉
┌年老いて学徳ある人〈字通〉",きせき,学問があって徳望の高い老人。
A2496,◆３,縉笏,"縉笏（しんこつ）
笏(ｼｬｸ)をさしはさむ。〈漢字源〉",しんこつ,笏をさしはさむ。
A2497,◆３,綰髪,"綰髪（わんぱつ）
括り髪。〈字通〉",わんぱつ,括り髪。
A2498,◆３,綏馭,"綏馭（すいぎょ）
≒綏御
┌安んじ治めること。〈新大字典〉
┌やすんじ治める。〈字通〉",すいぎょ,安んじ治めること。
A2499,◆３,麤糲,"麤糲（それい）
┌白くついていない米。玄米。〈新漢和大字典〉
┌精白していない、粗末なくろごめ。また、粗末なくろごめを用いた食事。粗飯。粗食。粗餐。≒粗糲、蔬糲〈日本国語大辞典〉
┌精米していない米。粗づきの米。玄米。〈漢辞海〉",それい,白くついていない米。玄米。
A2500,◆３,觜爪,"觜爪（しそう）
┌鳥のくちばしと、つめ。〈新漢和大字典〉
┌くちばしと爪。〈字通〉
┌くちばしとつめ。",しそう,鳥のくちばしと、つめ。
A2501,◆３,貿糴,"貿糴（ぼうてき）
交易。〈字通〉",ぼうてき,交易。
A2502,◆３,皴皺,"皴皺（しゅんしゅう）
┌しわ。〈字通〉
┌1.しわ。
└2.筆法の一。〈新大字典〉",しゅんしゅう,しわ。
A2503,◆３,髀胝,"髀胝（ひち）
股(ﾓﾓ)肉が、厚く堅くなったもの。しりだこ。〈漢字ペディア〉",ひち,股肉が、厚く堅くなったもの。しりだこ。
A2504,◆３,鳧舫,"鳧舫（ふほう、ふぼう）
┌かもの形の舟。鳥舟。〈字通〉
┌カモの形をした舟。≒鳧船、鳧舟〈漢辞海〉",ふほう、ふぼう,かもの形の舟。鳥舟。
