ID,難易度,問題,解答,意味
B0746,2,川【壅】がりて潰えれば、人を傷つくること必ず多し,ふさ,"関連熟語：壅塞（ヨウソク）
★壅ぐ（ふさ-ぐ）
外からの侵入をさえぎって通じなくする。〈漢字ペディア〉"
B0747,2,川に沿って広い【磧】が続く,かわら,"関連熟語：磧礫（セキレキ）
★磧（かわら）
川沿いの砂利の多い土地。〈漢辞海〉"
B0748,2,戦血地を染め、腥風草樹を【槁】らす,か,"関連熟語：槁木（コウボク）
★槁れる（か-れる）
木の水分がなくなり、ひからびる。〈漢字ペディア〉"
B0749,2,浅ましく老いさらばえた【尨】が現れた,むくいぬ,"関連熟語：尨犬（ボウケン）
★尨（むくいぬ）
毛深い犬。〈漢辞海〉"
B0750,2,箭を射掛くるに些かも【踟】わず,ためら,関連熟語：踟躊（チチュウ）
B0751,2,善を嘉して不能を【矜】れむ,あわ,"関連熟語：矜恤（キョウジュツ）
★矜れむ（あわ-れむ）
かわいそうに思う。気の毒に思う。〈漢字ペディア〉"
B0752,2,善行蒼穹を【挌】ち天福を以て之に報ゆ,う,"関連熟語：挌闘（カクトウ）
★挌つ（う-つ）
なぐり合う。つかみ合いなぐり合って戦う。〈漢字ペディア〉"
B0753,2,善賈を求めて諸を【沽】らんか,う,"関連熟語：沽券（コケン）
★沽る（う-る）
1.代金をとって売りだす。
2.手に入れるよう、はかる。広める。〈漢辞海〉"
B0754,2,全身を【顫】わして後退りする,ふる,"関連熟語：顫動（センドウ）
★顫える（ふる-える）
寒さや恐れによって手足が小刻みに動く。〈漢字ペディア〉"
B0755,2,曽て一度水を【哈】って甘苦を知る,すす,"関連熟語：--
★哈る（すす-る）
のむ。〈漢辞海〉"
B0756,2,楚の【羸】きは、それ我を誘うなり,よわ,"関連熟語：老羸（ロウルイ）
★羸い（よわ-い）
力のないさま。〈漢辞海〉"
B0757,2,早歳那ぞ知らん世事の【艱】きを,かた,"関連熟語：険艱（ケンカン）
★艱い（かた-い）
困難でつらい。やりにくく、むずかしい。〈漢字ペディア〉"
B0758,2,相【嚮】かいて哭し、皆声を失う,む,"関連熟語：嚮往（キョウオウ）
★嚮かう／向かう（む-かう）
目標の方向におもむく。目指す方向にむく。さしむかう。面する。〈漢字ペディア〉"
B0759,2,相手を【詈】る,ののし,"関連熟語：罵詈（バリ）
★詈る（ののし-る）
1.大声で非難する。声高くしかる。
2.悪口を言い立てる。あてこすりを言う。〈漢字ペディア〉"
B0760,2,窓框の木材が露で【涵】う,うるお,"関連熟語：涵養（カンヨウ）
★涵す（うるお-す）
水気を含ませる。水にひたして水分をしみこませる。〈漢字ペディア〉"
B0761,2,草藜【闢】け田疇治まる,ひら,"関連熟語：闔闢（コウヘキ）
★闢く（ひら-く）
閉じていたものをあける。押しのけてひろげる。〈漢字ペディア〉"
B0762,2,蔵を慢るは盗を【誨】う,おし,"関連熟語：誨淫（カイイン）
★誨える（おし-える）
言葉でていねいにおしえさとす。わからない人にわからせる。"
B0763,2,足下のなした赤壁の大功を【顕】す,あらわ,"関連熟語：顕彰（ケンショウ）
★顕す（あらわ-す）
広く世間に知らせる。〈漢字ペディア〉"
B0764,2,俗を斉え弊を【拯】い民嘉せざるなし,すく,"関連熟語：拯溺（ショウデキ／ジョウデキ）
★拯う（すく-う）
引き上げてたすける。落ちこんだ所から引き上げてやる。〈漢字ペディア〉"
B0765,2,卒に越を赦し、兵を【罷】めて帰る,や,"関連熟語：罷業（ヒギョウ）
★罷める（や-める）
1.続いていた動作や状態を中止する。
2.地位や職などからしりぞく。〈漢字ペディア〉"
B0766,2,其の【倨】らんより寧ろ句なれ,おご,"関連熟語：倨傲（キョゴウ）
★倨る（おご-る）
えらそうに振る舞い、威張る。横柄な態度をとる。〈漢字ペディア〉"
B0767,2,存する者は且く生を【偸】む,ぬす,"関連熟語：偸盗（チュウトウ／トウトウ）
★偸む（ぬす-む）
人に知られないよう、手に入れる。中の物をこっそり抜き取る。〈漢字ペディア〉"
B0768,2,他人の助を藉ることを【允】さず,ゆる,"関連熟語：允可（インカ）
★允す（ゆる-す）
相手の意見を聞き入れて認める。許可する。〈漢字ペディア〉"
B0769,2,怠ることなく、【懋】めて大命を建てよ,つと,"関連熟語：懋遷（ボウセン）
★懋める（つと-める）
目標に向かって励む。困難なことにあえて挑戦する。〈漢字ペディア〉"
B0770,2,大きな人声、足音【抔】が聞こえた,など,"関連熟語：--
★抔（など）
例を示す語。同じ種類の物があること。それに限らない気持ちを言外にこめる。〈漢字ペディア〉"
B0771,2,大姦の去ること【距】の斯にぬくるがごとし,けづめ,"関連熟語：距爪（キョソウ）
★蹴爪／距（けづめ）
1.ニワトリなどキジ科の鳥の雄のあしの後方にある突起。攻撃に使われる。
2.ウシやウマなどのあしの後方にある突起物。〈漢辞海〉"
B0772,2,大車も【軛】無ければ進まず,くびき,"関連熟語：羈軛（キヤク）
★軛／頸木（くびき）
1.車の轅(ながえ)の先につけ、牛馬のくびにあてて車をひかせる横木。
2.自由を束縛するもののたとえ。〈漢字ペディア〉"
B0773,2,大道は甚だ【夷】らかなり,たい,関連熟語：坦夷（タンイ）
B0774,2,沢を【竭】くし藪を焚く,つ,"関連熟語：竭尽（ケツジン）
★竭くす（つ-くす）
ある限りを出す。出しつくす。〈漢字ペディア〉"
B0775,2,只只【惘】れるばかりである,あき,"関連熟語：--
★惘れる（あき-れる）
ぼんやりする。あっけにとられる。〈漢字ペディア〉"
B0776,2,知らないうちに【痂】が落ちた,かさぶた,"関連熟語：痂皮（カヒ）
★痂（かさぶた）
傷･できものなどが治るにつれて、その上にできるかたい皮。〈漢字ペディア〉"
B0777,2,地を画して【趨】る,はし,"関連熟語：歩趨（ホスウ）
★趨る（はし-る）
足早に行く。特に、貴人の前などを腰をかがめて小走りに通る。〈漢字ペディア〉"
B0778,2,地を鑿ちて樽とし、手を以て【抔】いて飲む,すく,"関連熟語：抔飲（ホウイン）
★抔う（すく-う）
手のひらでくむ。すくいとる。〈漢字ペディア〉"
B0779,2,竹の筒を縄で【縢】げる,から,"関連熟語：金縢（キントウ）
★縢げる（から-げる）
巻きつけて束ねる。〈漢辞海〉"
B0780,2,着古して衣服の色が【褪】める,さ,"関連熟語：--
★褪める（さ-める）
色が薄れる。あせる。〈漢字ペディア〉"
B0781,2,忠臣孝子が一門に【萃】まる,あつ,"関連熟語：抜萃（バッスイ）
★萃まる（あつ-まる）
人や物などが一つにまとまる。寄りつどう。〈漢字ペディア〉"
B0782,2,昼は烽を挙げ、夜は燧を【燔】く,や,"関連熟語：燔書（ハンショ）
★燔く（や-く）
1.火をつけて燃やす。
2.肉を燃える火の上にかざしてやく。〈漢字ペディア〉"
B0783,2,柱に【靠】りかかって立つ,よ,"関連熟語：靠天（コウテン）
★靠る（よ-る）
もたれかかる。依存する。頼りにする。〈漢字ペディア〉"
B0784,2,長い月日の病苦に【嘖】まれる,さいな,"関連熟語：--
★嘖む（さいな-む）
きつくしかったりとがめたりする。他人を責めて大声でしかる。〈漢字ペディア〉"
B0785,2,直きを挙げてこれをまがれるに【錯】けば則ち民服せん,お,"関連熟語：錯辞（ソジ）
★錯く／措く（お-く）
1.物や人の上にすえ置く。
2.施行する。
3.捨てて用いない。廃棄する。〈漢辞海〉"
B0786,2,直言讜議（とうぎ）、【諱】まず憚らず,い,"関連熟語：不諱（フキ）
★諱む（い-む）
口に出すのをはばかる。口に出すのを嫌って避ける。おそれ避ける。〈漢字ペディア〉"
B0787,2,蔦や【槭】が茂る山道に分け入った,かえで,"関連熟語：--
★楓／槭／槭樹／蛙手／鶏冠木（かえで）
カエデ科の落葉高木の総称。葉は、カエルのてのひらに似た形で、秋に美しく紅葉するものが多い。観賞用。材は細工用。モミジ。〈漢字ペディア〉"
B0788,2,釣果を【糶】にかける,せり,"関連熟語：糶売（チョウバイ）
★糶（せり）
1.多くの買い手に値段をつけさせ、最高値の人に品物を売る方法。せり売り。競売。
2.競争すること。せり合いをすること。〈漢字ペディア〉"
B0789,2,帝の【胄】の傅育にあたる,よつぎ,"関連熟語：胄子（チュウシ）
★胄（よつぎ）
帝王や貴族のあとつぎ。〈漢辞海〉
★｢胄(ﾁｭｳ:よつぎ)｣は｢冑(ﾁｭｳ:かぶと)｣とは別字。"
B0790,2,帝予に良弼を【賚】うを夢む,たま,"関連熟語：賚予（ライヨ）
★賚う（たま-う）
褒美として授ける。〈漢辞海〉"
B0791,2,庭に【梛筏】を植栽する,なぎいかだ,"関連熟語：--
★梛筏（なぎいかだ）
ユリ科の常緑小低木。ヨーロッパ原産。葉は鱗片(ﾘﾝﾍﾟﾝ)状に退化し、枝が卵形の葉のように見える。春、葉状の枝の中央に白い小花をつけ、球形の赤い実を結ぶ。観賞用。〈漢字ペディア〉"
B0792,2,鼎を武蔵の地に【奠】む,さだ,"関連熟語：奠都（テント）
★奠める（さだ-める）
すえおく。安置する。位置を決める。〈漢字ペディア〉"
B0793,2,天の暦数、爾の【躬】に在り,み,"関連熟語：聖躬（セイキュウ）
★躬（み）
からだ。身体。特に、折りまげたりかがまったりした体。〈漢字ペディア〉"
B0794,2,天は闊く地は【遐】かなり,はる,"関連熟語：遐域（カイキ）
★遐か（はる-か）
はるかに遠い。〈漢字ペディア〉"
B0795,2,天を怨まず、人を【尤】めず,とが,"関連熟語：効尤（コウユウ）
★尤める（とが-める）
失敗やあやまちを責める。〈漢字ペディア〉"
B0796,2,天井の大きな【桷】は燻っていた,たるき,"関連熟語：榱桷（スイカク）
★桷（たるき）
屋根の棟木から軒に渡して屋根材や瓦を支える角材。〈漢辞海〉"
B0797,2,天魔の【号】びか風雨激し,さけ,"関連熟語：号哭（ゴウコク）
★号ぶ（さけ-ぶ）
大きな声を出すこと。大声で呼ぶこと。〈漢字ペディア〉"
B0798,2,土が水を【渾】している,にご,"関連熟語：渾濁（コンダク）
★渾る（にご-る）
いろいろなものが混じり合って、きたなくなる。〈漢字ペディア〉"
B0799,2,土を耕し、植え、【耘】り、収穫する,くさぎ,"関連熟語：耘鋤（ウンジョ）
★耘る（くさぎ-る）
田や畑の草を取る。除草する。〈漢字ペディア〉"
B0800,2,刀の【鋩】を喉元に擬する,きっさき,"関連熟語：鋒鋩（ホウボウ）
★鋩（きっさき）
刀の先のとがった部分。〈漢辞海〉"
B0801,2,盗人に【鑰】を預ける,かぎ,"関連熟語：鎖鑰（サヤク）
★鑰（かぎ）
1.出入り口の戸じまりの道具。錠前。≒錠
2.①を開閉するために錠の穴に差しこむ金具。〈漢字ペディア〉"
B0802,2,当て事と【畚褌】は向こうから外れる,もっこふんどし,"関連熟語：--
▼当(ｱ)て事(ｺﾞﾄ)と畚褌は向こうから外(ﾊｽﾞ)れる…当てにしていることは先方のつごうでだめになることが多い。「畚褌」は、長方形の布片の上と下に紐を一本通し、またぐように足を通して、腰のところで紐を結ぶようにした褌。当て事と越中褌(ｴｯﾁｭｳﾌﾝﾄﾞｼ)は向こうから外れる。〈故事俗信ことわざ大辞典〉"
