ID,難易度,問題,指定,語群,解答,問題熟語の意味,解答熟語の意味
H0644,2,【鼠窃】,類義語,"こうあん
ゆうせん
ちゅうとう",偸盗,"▼【鼠窃】ソセツ
ねずみのように人に隠れて物を盗むこと。また、その者。こそどろ。〈大辞泉〉","▼〔偸盗〕チュウトウ／トウトウ
1.(仏)五戒の一つで、人の物をぬすむこと。ぬすみ。
2.ぬす人。〈漢字ペディア〉"
H0645,2,【惣領】,類義語,"さいゆう
ごい
ちゅうし","胄子
冑子","▼【惣領／総領】ソウリョウ
1.家名を受け継ぐ者。あとつぎ。
2.最初に生まれた子。長男または長女で、特に長男をいう。〈漢字ペディア〉","▼〔胄子〕チュウシ
跡継ぎの子ども。長男。跡取り。特に、天子や貴族の世継ぎの子。よつぎ。
★胄（世継ぎ）と冑（かぶと）は厳密には別字とされ⺝部と冃部の違いがあるが、本試験の解答に於いてはどちらで書いても許容となる。ただし、当然字訓は異なるため読む際には「⺝／冃」を区別できるよう本試テキストを注視すること。"
H0646,2,【操行】,類義語,"さんごう
ひょうせい
きょうじゃく",景迹,"▼【操行】ソウコウ
日ごろの行い。身持ち。≒品行、素行〈漢字ペディア〉","▼〔景迹〕キョウジャク
1.行状。行跡。
2.推察する。おしはかる。〈漢字ペディア〉"
H0647,2,【争覇】,類義語,"ちくろく
きえつ
きっきょ",逐鹿,"▼【争覇】ソウハ
1.覇者の地位をめぐって争うこと。
2.スポーツなどで、優勝を争うこと。〈漢字ペディア〉","▼〔逐鹿〕チクロク
権力の座や地位などを求め、争うこと。〈漢字ペディア〉
★鹿を帝位にたとえることから。中原に鹿を逐(ｵ)う。"
H0648,2,【糟糠】,類義語,"こんとく
しゅくすい
かしょ",菽水,"▼【糟糠】ソウコウ
1.粗末な食物。
2.値打ちのないもの。とるに足りないくだらないもの。〈日本国語大辞典〉","▼〔菽水〕シュクスイ
豆と水。転じて、非常に粗末な食物、貧しい生活をいう。〈日本国語大辞典〉"
H0649,2,【草莽】,類義語,"ろうほ
せんかん
よくや","隴畝
壟畝","▼【草莽】ソウモウ／ソウボウ
1.草むら。やぶ。
民間。在野。≒草茅〈漢字ペディア〉
1.草が茂っている所。くさむら。
2.民間。在野。〈大辞泉〉
1.草むら。
2.民間。〈漢辞海〉","▼〔隴畝／壟畝〕ロウホ
1.はたけ。
2.いなか。
3.民間。〈漢字ペディア〉"
H0650,2,【琢磨】,類義語,"けんさん
さしん
かんこう",研鑽,"▼【琢磨】タクマ
1.玉をとぎみがいて形を整えること。
2.学問や技芸などいっそう励み修めること。〈漢字ペディア〉","▼〔研鑽〕ケンサン
学問などを深くきわめること。地道に研究を続けること。〈漢字ペディア〉"
H0651,2,【断腸】,類義語,"せいそく
ぞうり
せきけん",悽惻,"▼【断腸】ダンチョウ
はらわたがちぎれるほどの、非常な悲しみや苦しみ。〈漢字ペディア〉","▼〔悽惻〕セイソク
心がひどくいたみ、悲しむこと。〈漢字ペディア〉"
H0652,2,【逐電】,類義語,"せんしゃく
うげき
とうざん",逃竄,"▼【逐電】チクデン／チクテン
行方をくらまして逃げること。逃亡。〈漢字ペディア〉
★電光をおうように急ぐ意から。","▼〔逃竄〕トウザン
逃げ隠れること。〈漢字ペディア〉"
H0653,2,【昼餐】,類義語,"しょっけい
じゅんぷく
ごしょう",午餉,"▼【昼餐】チュウサン
昼の食事。ひるめし。≒午餐〈漢字ペディア〉","▼〔午餉〕ゴショウ
ひるめし。昼食。〈日本国語大辞典〉"
H0654,2,【註疏】,類義語,"こうがい
えんぎ
きょせつ",衍義,"▼【註疏／注疏】チュウソ
詳しく説明すること。また、その説明。〈漢字ペディア〉
★「疏」は、注にさらに詳しい説明を加えたもの。","▼〔衍義〕エンギ
意味をおし広めて詳しく説明すること。また、その説明されたもの。〈漢字ペディア〉"
H0655,2,【徴証】,類義語,"ひょうきょ
けんかく
うんずい",憑拠,"▼【徴証】チョウショウ
目印になるしるし。証拠。あかし。≒徴憑〈漢字ペディア〉","▼〔憑拠〕ヒョウキョ
証明のよりどころとすること。よりどころ。≒根拠〈漢字ペディア〉"
H0656,2,【朝露】,類義語,"せきてん
けいしょう
ふゆう",蜉蝣,"▼【朝露】チョウロ／あさつゆ
朝方におりた露。あさつゆ。また、人生などのはかないことを、消えやすい朝の露にたとえていう語。〈大辞泉〉","▼〔蜉蝣〕フユウ
1.カゲロウのこと。ふゆ。
2.カゲロウが朝に生まれ夕べに死ぬといわれているところから、人生のはかないことのたとえ。〈日本国語大辞典〉"
H0657,2,【辻強盗】,類義語,"たいき
じれん
ひょうぞく",剽賊,"▼【辻強盗】つじゴウトウ
道端で通行人をおそう強盗。おいはぎ。〈漢字ペディア〉","▼〔剽賊〕ヒョウゾク
通行人をおどして金品を奪う賊。追いはぎ。〈大辞泉〉"
H0658,2,【辻褄】,類義語,"ひょうそく
どうちゃく
きんかく",平仄,"▼【辻褄】つじつま
物事の道理や筋道。はじめと終わり。〈漢字ペディア〉","▼〔平仄〕ヒョウソク
1.漢字の四声(ｼｾｲ)を大きく二つに分けていう語。「平」は平声(ﾋｮｳｼｮｳ)、「仄」は上声(ｼﾞｮｳｼｮｳ)･去声(ｷｮｼｮｳ)･入声(ﾆｯｼｮｳ)の三声。漢詩をつくるとき、この二種の声調の字の並べ方に細かい規則がある。
2.話の筋道。前後の脈絡。つじつま。〈漢字ペディア〉"
H0659,2,【敵襲】,類義語,"さくよう
ゆえつ
らいこう","来寇
来冦","▼【敵襲】テキシュウ
敵がおそってくること。敵の襲撃。〈日本国語大辞典〉","▼〔来寇〕ライコウ
外国から敵が攻めこんでくること。外敵の襲来。〈漢字ペディア〉"
H0660,2,【適従】,類義語,"らっち
ぞくちょう
こんずい",跟随,"▼【適従】テキジュウ
頼りにしてつきしたがうこと。おもむいて頼ること。〈漢字ペディア〉","▼〔跟随〕コンズイ
人を頼り、後ろについていくこと。また、従者。〈漢字ペディア〉"
H0661,2,【天分】,類義語,"ひんぷ
きゆ
がいせい","稟賦
禀賦","▼【天分】テンブン
生まれつきの才能･性質。≒天質、天稟〈漢字ペディア〉","▼〔稟賦〕ヒンプ
生まれつきの性質。天から授かった性質。≒稟性、稟質〈漢字ペディア〉"
H0662,2,【天咎】,類義語,"しんけん
かきん
るざん",神譴,"▼【天咎】テンキュウ
1.天のとがめ。
2.天災。〈漢字海〉","▼〔神譴〕シンケン
神のとがめ。〈漢字ペディア〉"
H0663,2,【添削】,類義語,"さんじゅん
せってい
ふさく",刪潤,"▼【添削】テンサク
他人の文章や答案、詩歌などに、文字を書き加えたり取り除いたりして悪い部分を直すこと。〈漢字ペディア〉","▼〔刪潤〕サンジュン
詩文の悪い部分や不要な部分をけずり、足りないところを補うこと。〈漢字ペディア〉"
H0664,2,【纏綿】,類義語,"ちゅうびゅう
あいあい
らくえき",綢繆,"▼【纏綿】テンメン
1.複雑にからみついて、離れないこと。まつわりつくこと。
2.心にまつわりついて離れないさま。
3.情が深く、細やかなさま。〈漢字ペディア〉","▼〔綢繆〕チュウビュウ
1.巻きつくこと。もつれ合うこと。
2.結びしばること。〈漢字ペディア〉"
H0665,2,【杜鵑】,類義語,"しょうりょう
せきいつ
しょっこん",蜀魂,"▼【杜鵑】トケン／ほととぎす
「ほととぎす（杜鵑）」の漢名。〈日本国語大辞典〉","▼〔蜀魂〕ショッコン／ほととぎす
ホトトギスの別称。〈漢字ペディア〉"
H0666,2,【刀傷】,類義語,"そうい
とうはん
にんにく","創痍
瘡痍
創夷","▼【刀傷】トウショウ／かたなきず
刀で切られてできた傷。かたなきず。〈日本国語大辞典〉","▼〔創痍／瘡痍〕ソウイ
1.刀で受けたきず。切りきず。≒創傷
2.手ひどく受けた痛手。こうむった損害。〈漢字ペディア〉"
H0667,2,【等閑】,類義語,"きょういつ
こうしょ
ぜいげん",苟且,"▼【等閑】なおざり／トウカン
おろそかにするさま。いい加減にしておくさま。〈漢字ペディア〉","▼〔苟且〕コウショ／かりそめ
1.一時的な間に合わせ。その場だけのこと。
2.おろそかなこと。軽々しいさま。
3.ちょっとしたこと。〈漢字ペディア〉"
H0668,2,【動顚】,類義語,"ぞうじ
ようらん
きょうがく",驚愕,"▼【動顚／動転】ドウテン
非常に驚くこと。≒仰天〈漢字ペディア〉","▼〔驚愕〕キョウガイ
予期しなかった事柄に非常に驚くこと。また、驚きおそれること。≒驚駭、喫驚〈漢字ペディア〉"
H0669,2,【内君】,類義語,"けっか
れいけい
ふうゆ",令閨,"▼【内君】うちぎみ／ナイクン
他人の妻を敬っていう語。内室。おくがた。うちぎみ。〈日本国語大辞典〉","▼〔令閨〕レイケイ
他人を敬って、その妻をいう語。令室。令夫人。〈日本国語大辞典〉"
H0670,2,【納幣】,類義語,"へいれい
ちょけん
ぞうひん",聘礼,"▼【納幣】ノウヘイ
1.神仏に幣帛や供物を納めること。また、その幣帛や、供物。奉幣。
2.結婚の結納を取り交わすこと。また、その結納。納采。〈日本国語大辞典〉","▼〔聘礼〕へイレイ
1.礼を厚くして人を招くこと。また、そのときに贈る礼物。
2.婚約時に贈る礼物。≒結納〈漢字ペディア〉"
H0671,2,【脳巓】,類義語,"ざんしょ
ろちょう
しえ",顱頂,"▼【脳巓／脳天】ノウテン
頭のいちばん上のところ。頭のてっぺん。脳頂。脳頭。〈日本国語大辞典〉","▼〔顱頂〕ロチョウ
頭のてっぺん。かしらのいただき。頭頂。〈漢字ペディア〉"
H0672,2,【蚤世】,類義語,"ようし
ぎょうそ
ぶんぜい",夭死,"▼【蚤世／早世】ソウセイ
1.早く世を去ること。若死にすること。夭折。夭死。
2.死ぬこと。故人になること。死去。〈日本国語大辞典〉","▼〔夭死〕ヨウシ
年が若いうちに死ぬこと。わかじに。夭折。〈大辞泉〉"
H0673,2,【廃黜】,類義語,"りんせき
しゅくせき
へんせき",貶斥,"▼【廃黜】ハイチュツ
官職をとりあげ、しりぞけること。〈日本国語大辞典〉","▼〔貶斥〕ヘンセキ
官位を下げてしりぞけること。また、官位を下げたり免職にしたりすること。≒貶退〈漢字ペディア〉"
H0674,2,【陪随】,類義語,"しゃくぶく
てんれい
こしょう",扈従,"▼【陪随】バイズイ
随従すること。ともをすること。陪従。〈日本国語大辞典〉","▼〔扈従〕コショウ／コジュウ
身分の高い人の供をすること。また、その人。おとも。≒随行、供奉(ｸﾞﾌﾞ)〈漢字ペディア〉"
H0675,2,【鳩尾】,類義語,"ぎょうぎ
しんか
きゅうしゅう",心窩,"▼【鳩尾】みぞおち／みずおち／キュウビ
胸の中央、胸骨の下のくぼんだ部分。急所の一つ。〈漢字ペディア〉","▼〔心窩〕シンカ／シンワ
胸骨の下端よりやや下にある人間の急所の一つ。みぞおち。しんわ。〈日本国語大辞典〉"
H0676,2,【煩擾】,類義語,"もうじん
ふんうん
じゅうせき",紛紜,"▼【煩擾】ハンジョウ
物事がごたごたと入り組み、乱れていること。〈漢字ペディア〉","▼〔紛紜〕フンウン
物事が入り乱れるさま。また、もめ事。ごたごた。〈漢字ペディア〉"
H0677,2,【晩煙】,類義語,"ぼあい
しゅんしゅう
びゃくや",暮靄,"▼【晩煙】バンエン
夕方にかかる霞や靄(ﾓﾔ)。〈日本国語大辞典〉","▼〔暮靄〕ボアイ
夕暮れのもや。夕方に立つもや。≒晩靄〈漢字ペディア〉"
H0678,2,【晩暮】,類義語,"しゆう
けいたん
そうゆ",桑楡,"▼【晩暮】バンボ
1.夕暮れ。夕方。
2.人生の晩年。老年。〈日本国語大辞典〉","▼〔桑楡〕ソウユ
桑(ｸﾜ)と楡(ﾆﾚ)の木。また、一般に樹木をさしていう。
2.西日の影が樹木の上にかかっていること。夕方の日影。夕方。夕暮。
3.転じて、人生の晩年や死期をたとえていう。〈日本国語大辞典〉"
H0679,2,【批評】,類義語,"しんぽう
けっかつ
ひんしつ",品騭,"▼【批評】ヒヒョウ
善悪や良否、優劣などについて考えを述べ、価値や正当性などを定めること。≒批判〈漢字ペディア〉","▼〔品騭〕ヒンシツ
事物の優劣や、品質などを論じ定めること。品定め。品藻。〈日本国語大辞典〉"
