ID,難易度,問題,読み,解答,別答,意味,出典
D0775,2,横行____,おうこうばっこ,跋扈,,"➡横行跋扈（おうこうばっこ）
のさばって勝手気ままにふるまうこと。〈漢検四字熟語辞典〉
★「横行」は、勝手気ままに行動すること。
★「跋扈」は、のさばってわがままにふるまう意。
類：横行闊歩（おうこうかっぽ）／類：跳梁跋扈（ちょうりょうばっこ）／類：飛揚跋扈（ひようばっこ）",＊『不明』
D0776,2,悲歌____,ひかこうがい,慷慨,,"➡悲歌慷慨（ひかこうがい）
道理に反することや社会の不正･乱れをいきどおって嘆くこと。〈漢検四字熟語辞典〉
★「悲歌」は、悲しげに歌うこと。
★「慷慨」は、憤り嘆く意。
★悲しげに歌い、憤り嘆くということ。
類：慷慨悲歌（こうがいひか）／類：悲憤慷慨（ひふんこうがい）",＊『史記-項羽紀』
D0777,2,雲壌____,うんじょうげつべつ,月鼈,,"➡雲壌月鼈（うんじょうげつべつ）
二つのものの違いやへだたりがあまりに大きいこと。〈漢字ペディア〉
★天と地(壌)、月と鼈(ｽｯﾎﾟﾝ)すっぽんのように違いすぎる意から。
類：雲壌懸隔（うんじょうけんかく）",＊『坪内逍遥-小説神髄』
D0778,2,千荊____,せんけいばんきょく,万棘,,"➡千荊万棘／千荆万棘（せんけいばんきょく）
非常に多くの困難があること。困難なことのたとえ。〈漢検四字熟語辞典〉
★「荊」と「棘」は、いばらのことで、とげのある草木の総称。
★いばらが非常に多い意から。
類：前途多難（ぜんとたなん）",＊『徳冨蘆花-謀叛論』
D0779,2,黒白____,こくびゃくこんこう,混淆,混交,"➡黒白混淆／黒白混交（こくびゃくこんこう）
良いことと悪いことの区別を弁えないこと。〈漢検四字熟語辞典〉
★「黒白」は、物事の是非･善悪･正邪のたとえ。
★「混淆」は、入り交じること。",＊『不明』
D0780,2,朝憲____,"ちょうけんびんらん
ちょうけんぶんらん",紊乱,,"➡朝憲紊乱（ちょうけんびんらん／ちょうけんぶんらん）
合法的な手段に拠らないで、政府の転覆など、国家の基本的組織を破壊すること。すなわち暴力革命を行うことで、内乱罪の適用を受ける。〈日本国語大辞典〉
★「朝憲」は、国家が定めた法律や規則のこと。
★「紊乱」は、道徳や秩序が乱れる意。",＊『木下尚江-良人の自白･刊行日記』
D0781,2,____趣味,ていかいしゅみ,低徊,"低回
彽徊","➡低徊趣味／低回趣味／彽徊趣味（ていかいしゅみ）
世俗を離れて、余裕ある心で自然や芸術にひたる態度。〈漢検四字熟語辞典〉
★「低徊」は、思いに耽り、行きつ戻りつするさま。
★自然主義への反発から夏目漱石が高浜虚子の「鶏頭」の序文で唱えたもの。",＊『高浜虚子-鶏頭･序』
D0782,2,玉兎____,ぎょくとぎんせん,銀蟾,,"➡玉兎銀蟾／玉兔銀蟾（ぎょくとぎんせん）
月のこと。〈漢検四字熟語辞典〉
★「玉兎」は、月にすむといううさぎ。
★「銀蟾」は、月にすむというひきがえる。
★それぞれが転じて月の意。
類：玉蟾金兎（ぎょくせんきんと）",＊『白居易-中秋月』
D0783,2,落花____,らっかろうぜき,狼藉,,"➡落花狼藉（らっかろうぜき）
落ちた花びらなどが入り乱れ取り散らかっているさま。また、女性に乱暴を働くこと。〈漢検四字熟語辞典〉
★「落花」は、花が散ること。
★「狼藉」は、狼が草を敷いて寝た跡が乱れていることから、乱暴なこと。また、乱暴な振る舞いの意。
★花が散り乱れているさまをいう。また、花を女性に見立てて、女性に乱暴なことをする意にも用いられる。
類：乱暴狼藉（らんぼうろうぜき）",＊『和漢朗詠集･上』
D0784,2,剽疾____,ひょうしつけいかん,軽悍,,"➡剽疾軽悍（ひょうしつけいかん）
すばしこくて強いこと。〈漢検四字熟語辞典〉
★「剽疾」は、すばやいこと。
★「軽悍」は、すばやく猛々しいこと。",＊『淮南子-兵略訓』
D0785,2,____断機,かしんだんき,軻親,,"➡軻親断機（かしんだんき）
中途で志を捨ててはいけないという教え。〈漢検四字熟語辞典〉
★「軻親」は、孟軻(孟子)の母親の意。
★「断機」は、織り布を断ち切ること。
類：孟母断機（もうぼだんき）／類：断機之戒（だんきのいましめ）",＊『列女伝-鄒孟軻母』
D0786,2,____皆空,ごうんかいくう,五蘊,,"➡五蘊皆空（ごうんかいくう）
仏教で、人間界の現象･存在は一切空であるということ。〈漢検四字熟語辞典〉
★「五蘊」は、人間を形成する五つの要素。色(ｼｷ:肉体)･受(ｼﾞｭ:感覚)･想(ｿｳ:想像)･行(ｷﾞｮｳ:意志)･識(ｼｷ:判断)。
類：一切皆空（いっさいかいくう）",＊『般若心経』
D0787,2,____思服,ごびしふく,寤寐,,"➡寤寐思服（ごびしふく）
寝ても覚めても忘れないこと。また、人を思う情が切なこと。〈漢検四字熟語辞典〉
★「寤寐」は、目覚めることと寝ること。
★「思服」は、常に心に思って忘れない意。
「寤寐(ｺﾞﾋﾞ)に思服(ｼﾌｸ)す」",＊『詩経-周南･関雎』
D0788,2,張王____,ちょうおうりちょう,李趙,,"➡張王李趙（ちょうおうりちょう）
これといって取り柄のない平凡な人のこと。〈漢検四字熟語辞典〉
★張、王、李、趙はいずれも中国の姓のうち最もありふれたものであることから。
類：張三李四（ちょうさんりし）",＊『曲洧旧聞･七』
D0789,2,____土崩,ぎょらんどほう,魚爛,,"➡魚爛土崩（ぎょらんどほう）
国家や物事が崩壊すること。〈漢検四字熟語辞典〉
★「魚爛」は、魚がくさること。
★「土崩」は、積んだ土が崩れ落ちること。
類：土崩魚爛（どほうぎょらん）",＊『陳琳-為曹洪与魏文帝書』
D0790,2,____長枕,たいきんちょうちん,大衾,,"➡大衾長枕（たいきんちょうちん）
兄弟の仲睦まじいこと。また、交情が親密なこと。〈漢検四字熟語辞典〉
★「衾」は、寝るときに体を覆うもの。夜着。掛け布団。
★大きな夜着と長い枕。
★もとは夫婦の仲睦まじいことを言ったが、唐の玄宗が兄弟仲よく寝られるように長い枕に大きな掛け布団を作ったことから兄弟の仲睦まじいことのたとえとして用いられるようになった。
類：長枕大被（ちょうちんたいひ）／類：唐明友悌（とうめいゆうてい）",＊『蔡邕-協和婚賦』
D0791,2,声名____,せいめいろうぜき,狼藉,,"➡声名狼藉（せいめいろうぜき）
評判を落として、それが回復しないこと。〈漢検四字熟語辞典〉
★「声名」は、よい評判のこと。名声。
★「狼藉」は、取り散らかして収拾のつかないこと。
★どうにもならないほど悪名がとどろいていること。
類：悪声狼藉（あくせいろうぜき）",＊『史記-蒙恬伝･索隠』
D0792,2,____術数,かんちじゅっすう,奸智,姦智,"➡奸智術数／姦智術数（かんちじゅっすう）
よこしまな知恵と計略。悪だくみ。〈漢検四字熟語辞典〉
★「奸」は、よこしまの意。
★「術数」は、計略。
類：奸智術策（かんちじゅっさく）／類：権謀術数（けんぼうじゅっすう）／類：権謀術策（けんぼうじゅっさく）",＊『不明』
D0793,2,鳳友____,ほうゆうらんこう,鸞交,,"➡鳳友鸞交（ほうゆうらんこう）
男女間の情事、交接のたとえ。〈漢検四字熟語辞典〉
★「鳳」は、鳳凰。想像上の霊鳥。
★「鸞」は、鳳凰に似た想像上の霊鳥。
★鳳、鸞は、いずれも美しい鳥でその交わりを男女の情事にたとえたもの。
類：鳳友鸞諧（ほうゆうらんかい）",＊『長生殿-絮閣』
D0794,2,仰観____,ぎょうかんふさつ,俯察,,"➡仰観俯察（ぎょうかんふさつ）
仰いで天文を見、うつむいて地理を知ること。〈漢検四字熟語辞典〉
★仰いだり、うつむいたりして観察する意。
類：俯察仰観（ふさつぎょうかん）",＊『易経-繫辞･上』
D0795,2,____屈節,ひきゅうくっせつ,卑躬,,"➡卑躬屈節（ひきゅうくっせつ）
主義主張を変えてまで、人におもねりこびへつらうこと。〈漢検四字熟語辞典〉
★「卑躬」は、腰を屈めて頭を垂れること。
★「屈節」は、自分の主義主張を曲げる意。
類：卑躬屈膝（ひきゅうくっしつ）／類：阿諛追従（あゆついしょう）
「躬(ﾐ)を卑(ｲﾔ)しくし節(ｾﾂ)を屈(ｸｯ)す」",＊『文明小史-第三〇回』
D0796,2,____大度,かったつたいど,豁達,"闊達
濶達","➡豁達大度／闊達大度／濶達大度（かったつたいど）
気持ちがからりとしていて、度量が広いこと。〈漢検四字熟語辞典〉
★「豁達」と「大度」は、ともに物にこだわらない、度量が広い意。
類：寛仁大度（かんじんたいど）",＊『陸䞇-翰苑集巻十五･興元論解姜公輔状』
D0797,2,狐裘____,こきゅうこうしゅう,羔袖,,"➡狐裘羔袖（こきゅうこうしゅう）
全体としては立派だが良く見れば多少の難があるというたとえ。〈漢検四字熟語辞典〉
★「狐裘」は、狐の毛で作った高価なかわごろも。
★「羔袖」は、小羊の皮で作った安価な袖。
★高価なかわごろもを着て立派に見えるが、袖が安価な小羊の皮では釣り合いがとれないの意。
類：山藪蔵疾（さんそうぞうしつ）／類：白璧の微瑕（はくへきのびか）
「狐裘にして羔袖す」",＊『春秋左氏伝-襄公一四年』
D0798,2,馬鹿____,ばかいんぎん,慇懃,,"➡馬鹿慇懃（ばかいんぎん）
度を超して丁寧なこと。馬鹿丁寧。また、慇懃無礼なこと。〈漢検四字熟語辞典〉
★「慇懃」は、丁寧なこと。ねんごろなこと。
類：馬鹿丁寧（ばかていねい）",＊『仮名草子-身の鏡･中』
D0799,2,____亢進,しんきこうしん,心悸,,"➡心悸亢進／心悸昂進（しんきこうしん）
心臓の鼓動が速く激しくなること。心臓病や精神的興奮によって心臓の動悸が激しく急速になるさまをいう。〈漢検四字熟語辞典〉
★「心悸」は、心臓の鼓動、動悸。
★「亢進」は、昂ること。",＊『高見順-故旧忘れ得べき･一』
D0800,2,____歯寒,しんぼうしかん,脣亡,唇亡,"➡脣亡歯寒／唇亡歯寒（しんぼうしかん）
密接な関係にあるものに一方が滅びると片方も危うくなること。〈漢検四字熟語辞典〉
★脣(ｸﾁﾋﾞﾙ)がなくなると歯が寒くなる意から。
類：亡脣寒歯（ぼうしんかんし）
「脣亡びて歯寒し」",＊『春秋左氏伝-哀公八年』
D0801,2,後悔____,こうかいぜいせい,噬臍,噬斉,"➡後悔噬臍／後悔噬斉（こうかいぜいせい）
あとになって悔やんでもどうしようもない。〈漢検四字熟語辞典〉
★「噬臍」は、へそをかむこと。
★口はへそまで届かないことからどうにもならない、不可能の意。
「後悔、臍(ﾎｿﾞ)を噬(ｶ)む」",＊『春秋左氏伝-荘公六年』
D0802,2,荒瘠____,こうせきせきろ,斥鹵,,"➡荒瘠斥鹵（こうせきせきろ）
土地が荒れやせていること。〈漢検四字熟語辞典〉
★「荒瘠」は、土地が荒れやせること。
★「斥鹵」は、塩分を含んで荒れた土地。
類：黄茅白葦（こうぼうはくい）",＊『蘇軾-答張文潜書』
D0803,2,翠帳____,すいちょうこうけい,紅閨,,"➡翠帳紅閨（すいちょうこうけい）
高貴な女性の寝室のこと。身分の高い家に生まれて大切に育てられた令嬢の生活のたとえとして使われる。〈漢検四字熟語辞典〉
★「翠帳」は、かわせみの羽で飾った緑色の美しい帳(ﾄﾊﾞﾘ)のこと。
★「紅閨」は、赤く塗って飾った寝室の意。",＊『和漢朗詠-下･遊女』
