ID,難易度,問題,解答,別答,意味,同音異義語用
I1035,3,【シチョウ】百を累ぬるも一鶚に如かず,鷙鳥,,"👉しちょうひゃくをかさぬるもいちがくにしかず。
無能な者が大勢いても、たった一人の有能な人物のすることには及ばないというたとえ。〈新明解故事ことわざ辞典〉
★「鷙鳥」は、ツバメの別称。ここでは、無能な人物のたとえ。
★「鶚」は、みさご。魚を捕食するのが巧みな大鳥。ここでは、有能な人物のたとえ。
＊『漢書-鄒陽伝』",シチョウ
I1036,3,【シ】の隙を過ぐるが若し,駟,,"👉しのげきをすぐるがごとし。
時間や月日の経過の速いことのたとえ。〈漢字ペディア〉
★「駟」は、四頭だての馬車。
★「隙」は、すき間。
★四頭立ての馬車が戸のすき間の向こうを一瞬のうちに過ぎ去ることから。
＊『礼記-三年問』",シ
I1037,3,【シュウイ】に在りて争わず,醜夷,,"👉しゅういにありてあらそわず。
兄弟や仲間と争って父母に心配をかけるようなことはしないということ。人の子としての親に対する礼を述べたもの。〈新明解故事ことわざ辞典〉
★「醜夷」の「醜」は、衆。「夷」は、ともがら。自分と同等の仲間の意。
＊『礼記-曲礼・上』",シュウイ
I1038,3,衆草と【ゴ】す,伍,,"👉しゅうそうとごす。
賢人･君子が凡人と交わっていることのたとえ。〈新明解故事ことわざ辞典〉
★「衆草」は、多くの草。雑草。
★「伍す」は、仲間になる。交わる。
＊『琴操-上･猗蘭操』",ゴ
I1039,3,【シュクバク】を弁ぜず,菽麦,,"👉しゅくばくをべんぜず。
この上なく愚かな者のたとえ。〈新明解故事ことわざ辞典〉
★「菽麦」は、豆と麦。
★「弁ずる」は、区別する。
★豆と麦は区別しやすいのに、それができない意から。
＊『春秋左伝-成公一八年』",シュクバク
I1040,3,【シュミセン】と丈競べ,須弥山,,"👉しゅみせんとたけくらべ。
比較にならないことのたとえ。〈新明解故事ことわざ辞典〉
★「須弥山」は、仏説で世界の中心にそびえるという高い山。山上に帝釈天の宮殿があるという。
＊『涅槃経』",シュミセン
I1041,3,【ショウホ】履に薦く,章甫,,"👉しょうほくつにしく。
上下･善悪が逆になり、区別のないこと。また、有能な人物をつまらない仕事に使うこと。〈新明解故事ことわざ辞典〉
★「章甫」は、殷代の冠の名。
★「履」は、靴のこと。
★頭にかぶるものを靴にしてはく意から。
＊『賈誼-弔屈原文』",ショウホ
I1042,3,【ショウホ】を資して越に適く,章甫,,"👉しょうほをししてえつにゆく。
道理や目的に外れた行為や見当違いなことをするたとえ。また、ある所では必要な者でも、所によっては不必要とされるたとえ。場違いなことのたとえ。程度の低い者には高尚なことは理解できないことのたとえにも言う。〈新明解故事ことわざ辞典〉
★「章甫」は、殷代の冠の名。
★「資す」は、売る意。
★章甫の冠を売ろうとして、冠などかぶらない越の国へ行く意から。
＊『荘子-逍遙遊』",ショウホ
I1043,3,耆婆、【ヘンジャク】でもいかぬ,扁鵲,,"👉ぎば、へんじゃくでもいかぬ。
不治の病のたとえ。また、事態が深刻でどうにもならないことのたとえ。〈新明解故事ことわざ辞典〉
★「耆婆」は、古代インドの名医。
★「扁鵲」は、古代中国の名医。
★耆婆や扁鵲という名医をもってしても治らないという意から。
＊『俚言集覧』",ヘンジャク
I1044,3,真金は【ト】せず,鍍,,"👉しんきんはとせず。
真に才能のある人は、肩書などで飾り立てたりする必要はないということ。〈新明解故事ことわざ辞典〉
★「鍍す」は、めっきする。
★純粋の金は、めっきする必要がないという意から。
＊『李紳-答章孝標詩』",ト
I1045,3,【シンスイ】の労,薪水,,"👉しんすいのろう。
炊事仕事の苦労。また、労を惜しまずに人に仕えて働くこと。〈漢字ペディア〉
＊『梁昭明太子-陶靖節伝』",シンスイ
I1046,3,醯鶏【オウリ】の天,甕裏,甕裡,"👉けいけいおうりのてん。
世間知らずで見識の狭い人のたとえ。〈新明解故事ことわざ辞典〉
★「醯鶏」は、酢や酒の甕(ｶﾒ)などに住む小虫。かつおむし。
★「甕裏」は、甕の中。
★甕の底に住む小虫が、甕の中だけを天地と考えて外界を知らないことから。
＊『荘子-田子方』",オウリ
I1047,3,【スイキュウ】の夢,炊臼,,"👉すいきゅうのゆめ。
妻に先立たれる夢。また、妻が死ぬことのたとえ。〈漢字ペディア〉
＊『酉陽雑俎-八』",スイキュウ
I1048,3,【ズイシュ】をもって雀を弾つ,隋珠,随珠,"👉ずいしゅをもってすずめをうつ。
用いるものが適当でないたとえ。また、得るところが少なく失うことが多いたとえ。〈漢検四字熟語辞典〉
★「隋珠･随珠」は、中国春秋時代、隋侯(ｼｮｺｳ)が命を助けた礼として大蛇から贈られたという天下の名玉。
★貴重な宝珠を使って雀を打ち落とす意から。
＊『荘子-譲王』",ズイシュ
I1049,3,水行して【コウリュウ】を避けざるは漁夫の勇なり,蛟竜,,"👉すいこうしてこうりゅうをさけざるはぎょふのゆうなり。
どんな困難に直面しても自分の天命を受け入れ、それを恐れないのが聖人の勇気であるということ。また、どんな職業にもそれなりの危険があり、勇気を必要とするということ。〈新明解故事ことわざ辞典〉
★「蛟竜」は、想像上の動物。水中にひそみ、雷雨にあえば天に昇って竜になるという。
★普通の人は恐れて逃げる蛟竜がいても、漁師は平気で水上を進んでいく勇気がある意から。
＊『荘子-秋水』",コウリュウ
I1050,3,【スイレン】の政,垂簾,,"👉すいれんのまつりごと。
幼少の天子に代わって、皇太后(天子の母)あるいは大皇太后(天子の祖母)が政治をとること。〈新明解故事ことわざ辞典〉
★「垂簾」は、すだれを垂れること。
★古代中国では、男女の別がきびしかったため、皇太后などが群臣とは直接顔を合わせず、御簾(ﾐｽ)を隔てて政務を聞いたことから。
＊『宋史-礼志』",スイレン
I1051,3,桂玉の【カン】,艱,,"👉けいぎょくのかん。
よそから物価の高いところに来て生活に苦しむこと。〈漢字ペディア〉
★「艱」は、悩む、苦しむ意。
＊不明",カン
I1052,3,狐裘にして【コウシュウ】す,羔袖,,"👉こきゅうにしてこうしゅうす。
全体としては良いのに、一個所だけ欠点があることのたとえ。また、部分的に悪いところはあるが、全体から見れば立派であるということ。〈故事俗信ことわざ大辞典〉
★「狐裘」は、狐の腋の下の白い毛皮で作った立派なかわごろも。
★「羔袖」は、小羊の皮で作った粗末な袖。
★高価な狐のかわごろもに小羊の皮の袖をつける意から。
＊『春秋左伝-襄公一四年』",コウシュウ
I1053,3,【セイエイ】、海を塡む,精衛,,"👉せいえい、うみをうずむ。
不可能なことを企て、徒労に終わること。また、いつまでも悔やみ続けること。〈漢検四字熟語辞典〉
★「精衛」は、海辺にすむという古代中国の想像上の小鳥の名。
★中国古代の伝説上の皇帝炎帝(ｴﾝﾃｲ)の娘女娃(ｼﾞｮｱ)が東海で溺れ死んでしまった。女娃は精衛という名の小鳥に化身して、西山の小石や小枝をくわえては、東海をうずめようとしたが、とうとうその効はなかったという伝説から。
＊『山海経-北山』",セイエイ
I1054,3,聖人は【セキヘキ】を貴ばずして寸陰を重んず,尺璧,,"👉せいじんはせきへきをとうとばずしてすんいんをおもんず。
時間の大切さを言った言葉。〈新明解故事ことわざ辞典〉
★「尺璧」は、直径一尺もある宝玉。
★「寸陰」は、ほんのわずかな時間。
★聖人は大きくて立派な宝玉よりも、わずかな時間を大切にするという意。
＊『淮南子-原道訓』",セキヘキ
I1055,3,性は猶【タンスイ】のごとし,湍水,,"👉せいはなおたんすいのごとし。
人の本性は善にも悪にもなり得るということ。〈新明解故事ことわざ辞典〉
★「湍水」は、渦巻きながら流れる水。
★人間の生まれながらの性質は、渦を巻いて流れる水のようなものであるという意。
＊『孟子-告子･上』",タンスイ
I1056,3,【セイヨウ】白を染む,青蠅,青蝿,"👉せいようはくをそむ。
小人が潔白な君子を中傷しけがすたとえ。〈新明解故事ことわざ辞典〉
★青ばえが白いものにたかって黒く汚す意から。
＊『丁儀-厲志賦』",セイヨウ
I1057,3,【セキイン】堤を穿てば一邑を漂わす,尺蚓,,"👉せきいんつつみをうがてばいちゆうをただよわす。
わずかな油断から大事を引き起こすことのたとえ。〈新明解故事ことわざ辞典〉
★「蚓」は、ミミズで、「尺蚓」はここでは小さなミミズ。
★「邑」は、村。
★小さなミミズが堤防に穴をあけただけでも、そこから堤防が切れて一つの村全体が水浸しになる意から。
＊『劉子新論-慎隟』",セキイン
